diary_name,strain,strains_company,light_watt,nutrients,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
S.S Bubble Gum,Bubble Gum,Serious Seeds,300 watt,"Advanced Nutrients,General Hydroponics (GHE),",Manual,"Other Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Topping,",,16,1.0,,
Jamaican Blue,Inseedious Jamaican Blue,Custom Breeder & Strain,300 watt,"Advanced Nutrients,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Topping,",,16,1.0,,
4 months veg Skunk #1 by Sensi Seed,Skunk #1,Sensi Seeds,310 watt,"BioBizz,",Manual,"Soil Grow Medium,",Directly In Substrate,"HST,Defoliation,ScrOG,LST,Topping,",10.76,24,1.0,,3.17
Puffing princess winter grow,Yuhbary,Anesia Seeds,930 watt,"Plant Magic,",Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Other Grow Medium,",Paper Towel,"Topping,Defoliation,ScrOG,SoG,LST,",,21,1.0,,
Hy Seeds test,White Widow,Hy-Seeds,,,,,Paper Towel,,,12,1.0,,35.27
Crystal Candy XL Auto,Crystal Candy XL Auto,Sweet Seeds,"LED / 200W Custom,","Miracle-Gro,",Manual,"Soil Grow Medium,",Peat Pellet,"LST,",,8,1.0,,4.69
Sweet Mango Auto,Sweet Mango Auto,Green House Seed Co.,"LED / 200W Custom,","Miracle-Gro,",Manual,"Soil Grow Medium,",Peat Pellet,"LST,",,7,1.0,,2.47
Runtz Auto 2,Runtz,Zamnesia Seeds,2000 watt,"BioBizz,",Manual,"Soil Grow Medium,",Peat Pellet,,,15,,,
First Bubble Gum,BubbleGum Auto,Fast Buds,250 watt,"PLAGRON.,",Manual,"Soil Grow Medium,",,"FIMing,Defoliation,",10.76,10,1.0,1.87,
Valentines Day Gro,Pluto Cut Autoflower R F3,ETHOS Genetics,34 watt,"Gaia Green,Xtreme Gardening,Impello Biosciences,",Manual,"AC Infinity Cloudlab 866 Advance Grow Tent 5x5 (60"" X 60"" X 80""),Coco Coir Grow Medium,Worm castings Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,5 D’z dodge,duck,dip,dive,dodge,LST,Super-Cropping,Main-Lining,HST,Topping,",24.97,12,2.0,,4.0
Killer a5 haze probando sativas,Killer A5 Haze,ACE Seeds,690 watt,"Grotek,",Manual,"Soil Grow Medium,",,"ScrOG,Topping,Defoliation,SoG,",15.5,18,9.0,41.09,131.25
Night owl seeds Purple Microverse,Purple Microverse,Night Owl Seeds,600 watt,"FloraFlex,Fish Head Farms,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Lollipopping,Leaf tucking,Defoliation,",25,13,1.0,9.73,
"Ayahuasca Purple Grow #3, Ebb & Flow",Ayahuasca Purple,Barney'S Farm,800 watt,"Green Planet Nutrients,Purpinator,Real Growers,",Hydroponics,"HID / 400W (×2) 400W HPS Grow Bulb,Growneer GT 4x4,Rockwool Grow Medium,",,"Defoliation,Lollipopping,",9,9,12.0,0.1,
New WatermelonZkittlez x ViparspectraXS,Watermelon Zkittlez,Barney'S Farm,480 watt,"Green Buzz Nutrients,",Manual,"Biobizz light-mix Grow Medium,",Other,"Main-Lining,Defoliation,",31,11,1.0,,9.52
Hiver 2021,Biscotti Mintz,Barney'S Farm,2400 watt,"Advanced Nutrients,Hesi,General Hydroponics (GHE),Platinium Hydroponics,Aptus,",Hydroponics,"Billes d'argiles Grow Medium,Mélange Chauve-Souris Plagrons Grow Medium,Sphaigne du piment Grow Medium,",Glass Of Water,"LST,Topping,12-12 From Seed,ScrOG,Defoliation,Boutures + comentaires,",32.29,18,1.0,,8.82
White Widow,White Widow (fem),ILGM,100 watt,"Growth Technology,Botanicare,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,Topping,Main-Lining,LST,",6.56,17,1.0,,4.0
ZamnesiaXAdvanced Seeds Do si dos punch,DO SI DOS PUNCH,Custom Breeder & Strain,300 watt,,Manual,"Reused living soil w/ added amendments Grow Medium,",Directly In Substrate,"Defoliation,LST,ScrOG,",Custom,14,1.0,1.41,
First photo run turns HERMIE !!!,Girl Scout Cookies,Zamnesia Seeds,300 watt,,Manual,"Reused living soil w/ added amendments Grow Medium,",Directly In Substrate,"Topping,HST,LST,Defoliation,",Custom,8,1.0,,
ORANGE SHERBET,Orange Sherbet Auto,Fast Buds,300 watt,"Gaia Green,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",,9,1.0,1.4,
BRUCE BANNER,Bruce Banner Auto,Fast Buds,300 watt,"Gaia Green,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",,9,1.0,1.2,
PainKiller,Painkiller XL,Royal Queen Seeds,95 watt,"BioBizz,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Defoliation,ScrOG,",3.88,13,1.0,3.38,13.05
DWC & Tropicanna Banana & Dark Phoenix,Tropicanna Banana,Barney'S Farm,420 watt,"General Hydroponics (GHE),Hesi,Green House Feeding,",Hydroponics,"Mineral Wool Grow Medium,Mineral Wool Grow Medium,",Rockwool Cube,"Defoliation,",10.76,14,4.0,,
glueberry og,Glueberry O.G.,Dutch Passion,50 watt,"Hesi,",Manual,"Soil Grow Medium,",Paper Towel,"LST,",10.76,9,1.0,,0.18
Pink Kush CBD 30:1,Pink Kush CBD 30:1 Auto,Seedsman,150 watt,"Fox Farm,General Hydroponics (GHE),Plant Success (Plant Revolution),",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",,9,1.0,1.13,4.83
Deadlights in coco,Deadlights in DWC,Custom Breeder & Strain,"LED / 100W PH-1000 Linear Series,","Advanced Nutrients,General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,",,"FIMing,",,9,4.0,,
Jr. Mintz,jr mintz,Custom Breeder & Strain,400 watt,"Gaia Green,Botanicare,",Manual,"Soil Grow Medium,",,,Custom,9,1.0,,0.42
Grandpa's Stash R2 | Hella Jelly,Grandpa's Stash,ETHOS Genetics,,"Dr. Earth,Real Growers,",Manual,"Soil Grow Medium,",,"Defoliation,LST,",,13,,,
Mango Smile,Mango Smile,Mephisto Genetics,320 watt,"Advanced Nutrients,Botanicare,",Drip,"Coco Coir Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",,9,1.0,5.72,23.82
erbabuena,Afghani #1,Sensi Seeds,,,Manual,,,,64.58,2,,,
Pineapple Express auto (fast buds),Pineapple Express Auto,Fast Buds,1000 watt,"Bloom City Organics,Fox Farm,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",26.25,11,1.0,0.35,
Ganja Farmer Seeds -Gorilla Cookies Auto,Gorilla Cookies Auto,Ganja Farmer Seeds,300 watt,,Manual,"Soil Grow Medium,Other Grow Medium,Perlite Grow Medium,",Other,,,2,,,
Outdoor Garden,Gamma Berry,Dark Horse Genetics,,"General Hydroponics (GHE),Advanced Nutrients,",Manual,"Soil Grow Medium,",,"LST,ScrOG,Topping,Defoliation,",,20,4.0,,18.0
Green Crack Auto,Green Crack Auto,Fast Buds,100 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",,"LST,Defoliation,",,12,1.0,1.06,8.11
Rainbow Runtz,Rainbow Runtz,Growers Choice,200 watt,"BioBizz,",Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,Defoliation,",7.75,14,2.0,,
The New - by Sherbinskis,The New,Humboldt Seed Organization,160 watt,"Atami,B.A.C.,Hesi,Top Crop,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Other,"LST,Defoliation,",6.46,19,4.0,8.82,7.2
Jungle Mimosa >ViparSpectra P4000 400W,Mimosa Automatic,Royal Queen Seeds,400 watt,"BioBizz,RQS Organic Nutrients,Green House Feeding,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,,4.31,12,3.0,5.82,352.7
Mouth watering Melon,Watermelon Automatic,Royal Queen Seeds,480 watt,"BioBizz,Green House Feeding,RQS Organic Nutrients,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,,5.38,12,3.0,7.2,352.7
Blue Amnesia Auto,Blue Amnesia XXL Auto,Dinafem,480 watt,"RQS Organic Nutrients,BioBizz,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,,2.15,11,1.0,1.83,352.7
Thai Stick (T1),Thai Stick (Landrace),Custom Breeder & Strain,,"Element Nutrients,",Hydroponics,"Coco Coir Grow Medium,",,,,18,1.0,0.42,1.06
„BOB MARLEY SEEDS” Gagarin Auto,„BOB MARLEY SEEDS”,Custom Breeder & Strain,100 watt,"Green House Feeding,General Hydroponics (GHE),",Hydroponics,"Mineral Wool Grow Medium,LST Grow Medium,",Rockwool Cube,"Defoliation,ScrOG,LST,",Custom,12,,,
Jack forever - B&B feat. MarsHydro,Jack Herer Auto,Fast Buds,300 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Glass Of Water,,5.38,9,1.0,0.71,5.29
Cinda - B&B ft. MarsHydro,Cinderella Auto,Fast Buds,300 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Glass Of Water,,5.38,9,1.0,0.65,3.53
Cheese's,Royal Cheese Automatic,Royal Queen Seeds,300 watt,"BioBizz,Atami,",Manual,"Soil Grow Medium,",Paper Towel,"LST,",,13,1.0,2.74,
Organic Dos Si Dos Auto Grow,Dos Si Dos Auto,Barney'S Farm,450 watt,,Manual,"Soil Grow Medium,Other Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",12.92,11,3.0,9.52,
Holy punch,Holy Grail Kush,Custom Breeder & Strain,120 watt,,Manual,"Soil Grow Medium,",,,,6,,,
Zamnésia/Mars Hydro AK-420 auto,AK-420 Automatic,Zamnesia Seeds,100 watt,"RQS Organic Nutrients,",Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,",8.4,11,1.0,1.06,5.19
B-A-N-A-N-A Sherbet!,Banana sherbet,Growers Choice,1900 watt,"Humboldt Nutrients,Oregon’s Only (Nectar for the Gods),",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",4,15,1.0,2.0,11.45
Santa Sativa Dinafem,Santa Sativa,Dinafem,400 watt,"Green House Feeding,B.A.C.,General Hydroponics (GHE),",,"Coco Coir Grow Medium,Soil Grow Medium,",Paper Towel,"Defoliation,LST,",10.76,16,1.0,1.76,
Sour Crack Auto,Sour Crack,Mephisto Genetics,250 watt,"Fox Farm,Botanicare,",Hydroponics,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Mineral Wool Grow Medium,Expanded Clay Grow Medium,",,,,3,,0.35,
Frosted Biscotti (Fem),Frosted Biscotti,SinCity Seeds,,,Manual,"Soil Grow Medium,",Glass Of Water,,,16,,,
Pineapple Express x 2,Pineapple Express Auto,Fast Buds,300 watt,"General Hydroponics (GHE),Purpinator,",Hydroponics,"Expanded Clay Grow Medium,",Paper Towel,,269.1,13,2.0,,28.5
Jack Herer Outdoors,Jack Herer FAST,Seedsman,,,Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,",,23,1.0,0.54,
(ghetto)Red hot cookies,Red Hot Cookies,Sweet Seeds,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,",,,2.69,7,1.0,,15.87
Barneys farm Glookies,Glookies,Barney'S Farm,465 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",12.92,10,,,2.54
Girl Scout Cookies Auto,Girl scout cookies,Custom Breeder & Strain,240 watt,,Manual,"Coco Coir Grow Medium,",,,39.37,13,2.0,1.2,6.0
Red Poison Auto,Red Poison Auto®,Sweet Seeds,128 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,6.89,9,2.0,1.76,2.82
Lambs Breath Auto,Lambs Breath Autoflower,Crop King Seeds,600 watt,"Botanicare,Blue Planet Nutrients,Real Growers,Superthrive,Humboldts Secret,",Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",Custom,15,2.0,0.4,
Purple lemonade goodness,Purple Lemonade Auto,Fast Buds,440 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",16.4,11,1.0,,5.0
fast buds//mars hydro //air pots,Purple Lemonade Auto,Fast Buds,480 watt,"RQS Organic Nutrients,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,rqs nutriments Grow Medium,",Glass Of Water,"LST,HST,",,11,,1.34,
Cookie Monster cityseedsbank,cookie monster,Custom Breeder & Strain,100 watt,"BioBizz,",Manual,"Soil Grow Medium,",Paper Towel,"LST,",3.88,9,1.0,,1.23
CBD auto 1:1 crack seed,CBD Auto 1:1 (CBD Crack),Fast Buds,200 watt,,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",Glass Of Water,"LST,Defoliation,",,11,,,
OG Cookies Cream CBD,OG Cookies Cream CBD,Pev Seeds,250 watt,"BioBizz,Mammoth Microbes,",Manual,"Biobizz - All Mix Grow Medium,",Other,"SoG,Defoliation,",5.38,13,7.0,,
AppleFritterxRaspberryCakexZombieKush,AppleFritterxRaspberryCakexZombieKush,Custom Breeder & Strain,750 watt,"Bio Nova,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,,4.31,10,2.0,4.52,4.23
NORTHERN LIGHTS AUTO RQS,Northern Light Automatic,Royal Queen Seeds,250 watt,"PLAGRON.,",Manual,"Soil Grow Medium,",Paper Towel,"LST,",10.76,11,1.0,1.59,3.88
Gorilla Glue (zamnesia seeds),Gorilla Glue,Zamnesia Seeds,1200 watt,"BioBizz,PLAGRON.,",Manual,"Biobizz all mix Grow Medium,",Directly In Substrate,"Defoliation,",8.61,13,1.0,,
West coast O.G,West Coast O.G. Auto,Fast Buds,200 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,",,"LST,Defoliation,",5.38,10,2.0,,10.58
Indico Pie 2,Ethos Indico Pie,Custom Breeder & Strain,600 watt,"Fox Farm,",Manual,"HID / 600W 600 Watt MH Conversion Grow Bulb,Soil Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",60,19,1.0,3.95,19.89
Blue Dream,Blue Dream,Garden Of Green,600 watt,"Real Growers,General Hydroponics (GHE),Mammoth Microbes,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,Topping,LST,HST,",,13,2.0,,
Northern Light,Northern Light,Keraseeds,"LED / 100W SF-1000,","Fox Farm,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,",,"ScrOG,Defoliation,",,8,2.0,,
END GAME RBX 5,"End Game Rbx ""The Punch Line""",ETHOS Genetics,600 watt,"Fox Farm,",Manual,"HID / 600W 600 Watt MH Conversion Grow Bulb,Soil Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",60,19,1.0,4.23,19.4
Kosher Cake,Kosher Cake Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,,Glass Of Water,,6.46,10,1.0,5.82,40.92
Blue Dream Auto,Bootleg 16 Blue Dream Auto,Custom Breeder & Strain,150 watt,,Manual,"Soil Grow Medium,Living soil from banana tree Grow Medium,Chicken shit Grow Medium,",Glass Of Water,"Winging it,LST,Defoliation,",Custom,11,1.0,,2.42
Bonsai Project Banana,Banana Sherbet,Original Sensible Seeds,250 watt,"Canna,Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"Trasplante,LST,Defoliation,HST,",430.56,10,1.0,1.06,1.41
Runtz Gum Siamés,Runtz Gum,Original Sensible Seeds,250 watt,"Canna,Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",430.56,10,1.0,1.06,3.53
"Critical Daddy, Take 2",Critical Daddy Purple,Blimburn Seeds,"LED / 345W Gavita Pro 900e,","General Hydroponics (GHE),Emerald Harvest,Diablo Nutrients,Green Planet Nutrients,",Hydroponics,"Expanded Clay Grow Medium,",,"Defoliation,Main-Lining,Topping,LST,",52.49,22,2.0,,5.64
Blue Dreams,Blue dream,Blimburn Seeds,345 watt,"General Hydroponics (GHE),Emerald Harvest,Diablo Nutrients,Green Planet Nutrients,",Hydroponics,"Expanded Clay Grow Medium,",,"Defoliation,Main-Lining,LST,",52.49,22,1.0,,300.0
New Seasson Wedding Cake,Wedding Cake,Original Sensible Seeds,250 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"Trasplante,LST,Defoliation,",,10,2.0,3.81,9.88
Blue shark clone,CBD Blue Shark,Barney'S Farm,,,Manual,"Other Grow Medium,",,"LST,",,14,1.0,,2.12
Harlequin cbd,Harlequin,Keraseeds,,,Manual,,,"LST,",,10,1.0,,2.47
Green Gelato Auto,Green Gelato Automatic,Royal Queen Seeds,100 watt,"General Hydroponics (GHE),Advanced Nutrients,",Manual,"Soil Grow Medium,",,"LST,Defoliation,",Custom,13,1.0,,9.14
Strawberry Gum,Auto Strawberry Gum,Advanced Seeds,,,Manual,"Soil Grow Medium,",Peat Pellet,,,8,1.0,,0.71
First planting experience.,Gelato Auto,Fast Buds,240 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Peat Pellet,"LST,",7.75,11,5.0,,5.82
1r indoor led 80x80,Green Poison®,Sweet Seeds,"LED / 250W The Jackson 250W,",,Manual,,,,,14,1.0,,1.23
RQS//mimosa auto,Mimosa Automatic,Royal Queen Seeds,480 watt,"RQS Organic Nutrients,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,rqs nutriments Grow Medium,",Glass Of Water,"LST,HST,",,11,,1.59,
ILGM White Widow Autoflower (2nd Grow),White Widow Autoflower,ILGM,150 watt,"Advanced Nutrients,Down To Earth,",Manual,"Perlite Grow Medium,Coco Coir Grow Medium,loam Grow Medium,compost Grow Medium,peat moss Grow Medium,",Paper Towel,"SoG,LST,Topping,ScrOG,Defoliation,",13.12,14,5.0,8.5,45.89
Strawberry diesel x Revolver Auto grow 2,Strawb,Custom Breeder & Strain,315 watt,"TNB Naturals,",Manual,"Coco Coir Grow Medium,",Directly In Substrate,"ScrOG,Topping,Defoliation,LST,",43.04,21,1.0,,2.65
GELATO,Sireckman,Custom Breeder & Strain,"LED / 100W Custom,","CannaBioGen,BioBizz,",Manual,"Soil Grow Medium,Humus Grow Medium,Perlite Grow Medium,Other Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,ScrOG,",3.88,13,1.0,,4.23
Organic Dark Devil Auto,Dark Devil Auto®,Sweet Seeds,200 watt,"BioBizz,Plant Magic,Living Soils,",Manual,"BioBizz All Mix Grow Medium,Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",19.69,11,1.0,,2.12
Cream Caramel Auto (1°ciclo),Cream Caramel Auto®,Sweet Seeds,600 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Humus Grow Medium,",Peat Pellet,"LST,",3.88,11,2.0,,12.35
Mango Cream Auto (Primer cultivo),Mango Cream Auto,Exotic Seed,150 watt,,Manual,"Soil Grow Medium,",,,,10,2.0,,
"Mazar , The second try",Auto Mazar,Dutch Passion,240 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",,,21.53,10,1.0,,12.98
Bellamy - XXL Critical Auto First GDGrow,BCN Critical XXL Autoflower,Seedstockers,200 watt,"BioBizz,Dutchpro USA,Plant Magic,",Manual,"Soil Grow Medium,",Directly In Substrate,"LST,",8.61,12,1.0,1.91,7.69
Green Gelato Auto - Royal Queen Seeds,Green Gelato Automatic,Royal Queen Seeds,100 watt,,,"Soil Grow Medium,",,"LST,",,9,3.0,,
Jamaican Dream,Jamaican Dream,Eva Seeds,400 watt,"Grotek,Wonderland Agronutrients,BioBizz,CannaBioGen,Atami,",Manual,"Soil Grow Medium,",,"Defoliation,Topping,LST,ScrOG,",Custom,18,,,
Mephisto freebie,Mephisto sour stomperxcdlcxforum stomper x,Custom Breeder & Strain,1500 watt,"Real Growers,",Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,Perlite Grow Medium,",,"LST,",,7,1.0,,
Growing in the Amazon #5 - Viúva Branca,White Widow,Green House Seed Co.,120 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,",10.76,15,1.0,2.29,13.76
Strawberry nuggets,Strawberry Nuggets,Mephisto Genetics,240 watt,"Botanicare,Greenleaf Nutrients,",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",,13,1.0,,
Blue Dream x Candyland ( Tester ),Irvine Seed Company - Blue Dream x Candyland,Custom Breeder & Strain,800 watt,,Manual,"Soil Grow Medium,",Other,"HST,",13.12,14,1.0,,1.5
DWC Platinum OG Experimental test,Mendocino Farms - Platinum OG Autoflower,Custom Breeder & Strain,800 watt,"General Hydroponics (GHE),Botanicare,",Hydroponics,"Expanded Clay Grow Medium,",Other,"LST,",13.12,9,1.0,,3.0
Critical Gorilla Glue #4 Autoflower,SeedSupreme - Critical Gorilla Glue #4 Autoflower,Custom Breeder & Strain,800 watt,,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Other,"HST,LST,",13.12,9,1.0,,3.0
Black Domina Project,Black Domina Fem,207 Genetics,800 watt,,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,HST,Defoliation,ScrOG,",13.12,14,1.0,,16.0
ETHOS Grandpa's Stash R2 Earthbox,Grandpa's Stash,ETHOS Genetics,300 watt,"BuildASoil,Neptune's Harvest,",Manual,"CoolGrows 32″X 32″X 63″ Indoor Hydroponics Mylar Grow Tent Room For Plant Growing,Soil Grow Medium,",Paper Towel,"ScrOG,Top Dressing,Topping,HST,LST,Defoliation,",9,17,1.0,5.78,7.62
Saiyan Seeds,Saiyan Seeds - Power Ball,Custom Breeder & Strain,800 watt,,Manual,"Soil Grow Medium,",Glass Of Water,,,5,,,
Saiyan Seeds,Saiyan Seeds- Prince Vegeta,Custom Breeder & Strain,800 watt,,Manual,"Soil Grow Medium,",,,13.12,14,1.0,,6.0
First attempt: Hydroponic Fem Harlequin,Seeds Supreme- Harlequin Feminized,Custom Breeder & Strain,800 watt,"General Hydroponics (GHE),Botanicare,",Hydroponics,"Expanded Clay Grow Medium,",Other,"Main-Lining,Topping,LST,Defoliation,",13.12,14,1.0,,3.0
First attempt: Hydro RP Skywalker Kush,Skywalker Kush,Reserva Privada,800 watt,"General Hydroponics (GHE),Botanicare,",Hydroponics,"Expanded Clay Grow Medium,",Other,"LST,FIMing,Topping,Defoliation,",13.12,14,1.0,,4.0
First attempt at Hydroponics,Willits Family Farm- OG Diesel Kush Autoflower,Custom Breeder & Strain,800 watt,"General Hydroponics (GHE),Botanicare,",Hydroponics,"Expanded Clay Grow Medium,",Other,"Topping,ScrOG,HST,LST,Defoliation,",13.12,14,1.0,,9.0
Sweet Cherry pie,Sweet Cherry Pie,Sweet Seeds,300 watt,"General Hydroponics (GHE),",Hydroponics,,,"Topping,",2.69,16,1.0,,10.58
Hash It Over,Hash Plant,Crop King Seeds,100 watt,,Manual,"Supersoil Grow Medium,",,"LST,Defoliation,",Custom,13,4.0,,
1st Sunset Sherbet Auto in the kitchen,Sunset Sherbet Automatic,Zamnesia Seeds,100 watt,"Hesi,BioBizz,",Manual,"Soil Grow Medium,",Directly In Substrate,,3.88,10,1.0,0.42,2.08
RuntZ,Runtz XL Auto,Sweet Seeds,100 watt,"PLAGRON.,BioBizz,Plant Success (Plant Revolution),",Manual,"Soil Grow Medium,",,"Topping,Defoliation,LST,",5.38,11,1.0,0.92,0.95
ACE SEEDS: Malawi & Golden Tiger,Malawi,ACE Seeds,480 watt,"Bio Technology,Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"ScrOG,Topping,Defoliation,",12.92,21,2.0,14.99,88.19
Mimosa Cake Auto (Fastbuds),Mimosa Cake Auto,Fast Buds,700 watt,"Plant Success (Plant Revolution),Advanced Nutrients,Humboldts Secret,",Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,Main-Lining,",,12,1.0,4.75,12.0
Gorila glue auto - indoor 100w,Gorilla Glue Auto,BSF Seeds,100 watt,,Manual,"Other Grow Medium,Vermiculite Grow Medium,Expanded Clay Grow Medium,",,"LST,ScrOG,",,9,1.0,,
2022 run,Lemon Kush,Female Seeds,400 watt,"BioBizz,Vitalink,General Hydroponics (GHE),Flairform,",Manual,"Soil Grow Medium,",Peat Pellet,"FIMing,LST,",,13,2.0,,
Blueberry cookies auto,Blueberry Cookies Auto,Garden Of Green,250 watt,"Botanicare,",Hydroponics,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Expanded Clay Grow Medium,Mineral Wool Grow Medium,",Rockwool Cube,"Defoliation,",,10,1.0,4.05,
Frisian dew,Frisian Dew,Dutch Passion,300 watt,"Green Planet Nutrients,",Manual,"GA Grow Tent GT 40x40x80,Pro mix bx Grow Medium,",,"Topping,LST,Defoliation,",5.38,17,1.0,5.4,
Bruce Banner #3 third run on this strain,Bruce Banner #3,Blimburn Seeds,300 watt,"Green Planet Nutrients,",Manual,"GA Grow Tent GT 40x40x80,Pro mix bx Grow Medium,",,"Defoliation,Topping,",2.69,17,1.0,8.18,
Super Cheese (Trikoma) clones 360W,Super Cheese,Trikoma Seeds,360 watt,"PLAGRON.,Canna,Advanced Nutrients,Hesi,",Manual,"Soil Grow Medium,",,"Topping,Defoliation,ScrOG,",15.5,11,6.0,8.99,27.87
Tropic. Banana ScrOG,Tropicanna Banana,Barney'S Farm,"LED / 26W TLED 26W Growing,LED / 450W SF-4000,LED / 450W SF-4000,","BioBizz,Cannaboom,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,",,"Defoliation,ScrOG,SoG,LST,Topping,HST,",,FLOWERING,,,
Basement grow,Wedding Glue Auto,Fast Buds,245 watt,"Gaia Green,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",13.12,11,1.0,1.0,
Royal noob critical,Royal Critical Automatic,Royal Queen Seeds,65 watt,"RQS Organic Nutrients,",Manual,"Soil Grow Medium,",,"LST,Defoliation,",8.61,10,1.0,0.63,2.26
3 SKUNK #01 W. Label +3 Mexican Sativa,Skunk #1 Fem,Sensi Seeds,"LED / 600W Custom,",,Manual,"TopoGrow GT 36""X36""X72"",",,,9.69,15,6.0,,11.29
Blue gelato 41 living soil,Blue Gelato 41,Barney'S Farm,480 watt,"Ecothrive,",Manual,"Soil Grow Medium,",Paper Towel,"Topping,Lollipopping,Defoliation,ScrOG,",10.76,17,1.0,9.42,26.46
1st grow 9x Big Bud 640W LED,Big Bud,Sensi Seeds,1200 watt,"Canna,",Manual,"Soil Grow Medium,",,"Defoliation,ScrOG,",,10,8.0,,
Gorilla Glue Auto Barney's Farm,Gorilla Glue Auto,Barney'S Farm,480 watt,,Manual,"Perlite Grow Medium,Soil Grow Medium,Coco Coir Grow Medium,",,"LST,",21.53,10,1.0,,16.58
