diary_name,strain,strains_company,light_watt,nutrients,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Hulkberry auto,Hulkberry Automatic,Royal Queen Seeds,"LED / 100W Mars TS 600,",,Manual,"Soil Grow Medium,",,"Defoliation,LST,",,FLOWERING,,,
Stoned Pineapple,Pineapple Poison,Super Sativa Seed Club,240 watt,"Green Buzz Nutrients,Lurpe Natural Solutions,",Manual,"Soil Grow Medium,",,"TRANSPLANT,Defoliation,Topping,",7.75,11,2.0,4.23,14.82
Fast buds mimosa cake,Mimosa Cake Auto,Fast Buds,,"BioBizz,",Manual,,Paper Towel,,,10,,,
Champ de bleuets pour toujours,Blueberry Auto,Fast Buds,150 watt,"PLAGRON.,",Manual,"Soil Grow Medium,",,,1076.39,9,1.0,1.2,1.23
Jack Herrer x critical,Critical,Royal Queen Seeds,650 watt,"Advanced Nutrients,Atami,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Defoliation,ScrOG,Topping,LST,",16.15,17,6.0,,28.22
ORIGINAL line Jack Herer,Jack Herer Auto,Fast Buds,680 watt,"General Hydroponics (GHE),",Manual,,,,,12,100.0,5.57,
ORIGINAL line Sour Diesel,Sour Diesel Auto,Fast Buds,680 watt,"General Hydroponics (GHE),",Manual,,,,3.23,11,1.0,6.17,11.11
Apple Betty Kiwi Organic Soil,Apple Betty,Herbies Seeds,450 watt,,Manual,"AC Infinity Cloudlab 894 Advance Grow Tent 8x4 (96"" X 48"" X 80""),Soil Grow Medium,",,"Topping,LST,Defoliation,Lollipopping,Just watering as usual,Just Water,",15.5,8,1.0,0.78,4.48
Pineapple express,Pineapple Express Auto,Barney'S Farm,100 watt,"Fox Farm,",Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",13.12,12,1.0,,0.74
Grape Sode,Grape Soda Auto,Original Sensible Seeds,650 watt,"South Cascade Organics,FloraFlex,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,,,11,1.0,,7.0
True MAC,The Mac by rocbud,Custom Breeder & Strain,650 watt,,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,,,11,1.0,,4.1
Jammy Dodgers,Jammy Dodgers #2,Mephisto Genetics,650 watt,,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,,,11,1.0,,2.0
Sweetseeds Farewell ft MarsHydro,Cream Caramel Auto®,Sweet Seeds,1300 watt,,Hydroponics,"Coco Coir Grow Medium,",,"Defoliation,LST,",,12,1.0,,
High CBD Grow,Macintosh Meds,Cannarado Genetics,300 watt,"Humboldt County's Own,",Drip,"Gorilla Grow Tent GGT Shorty 2x4,Soil Grow Medium,",Other,"Topping,LST,ScrOG,",26.25,16,1.0,,6.0
Grow Number 6,Big Bud,ILGM,391 watt,"General Hydroponics (GHE),",Manual,"Foxfarm Coco Loco Grow Medium,Fox Farm Ocean Forest Grow Medium,",,"LST,",13.12,14,2.0,,4.44
Stardawg Fastbuds,Stardawg Auto,Fast Buds,615 watt,"BioBizz,",Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",15.5,12,2.0,3.53,
COLOMBIAN GOLD 2022,Colombian Gold,World Of Seeds,150 watt,"NPK Industries,Terpinator,Green Planet Nutrients,General Hydroponics (GHE),Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Pro-Mix hp bio plus myco Grow Medium,Azomite Grow Medium,Amending Soil Week 15,Soil Amended Week 19,Soil Amended; Flower Nutes Week 20,",Glass Of Water,"Final Transplant,Super Crop,14/10,Transition to Flower,12/12,LST,ScrOG,FIMing,",13.13,24,1.0,3.35,21.31
ZAMALDELICA auto,Auto Zamaldelica,ACE Seeds,,"General Hydroponics (GHE),Green Planet Nutrients,NPK Industries,Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Pro Mix HP M Grow Medium,Perlite Grow Medium,Azomite Grow Medium,Soil Amended Week 11,Soil Amended to Flower Week 12,",Glass Of Water,"Foliar Misting,Transplant,ScrOG,FIMing,LST,",,16,1.0,0.49,2.93
White widow,White Widow,Royal Queen Seeds,100 watt,"Atami,BioBizz,",Manual,"AC Infinity Cloudlab 422 Advance Grow Tent 2x2 (24"" X 24"" X 48""),Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,,6.46,14,1.0,,0.71
Kind led The X²,Giscotti,Elev8 Seeds,750 watt,"Diablo Nutrients,Optic Foliar,",Drip,"Gorilla Grow Tent GGT 4x4,Coco Coir Grow Medium,Perlite Grow Medium,",,"FIMing,Topping,",131.23,9,3.0,,4.5
Girl Scout Cookie Autoflower Review #1,Auto Girl Scout Cookies,MSNL,250 watt,"Fox Farm,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",Custom,9,2.0,,14.46
Blueberry 1,Blueberry,Seedsman,300 watt,"Bio Tabs,Advanced Nutrients,",Hydroponics,"Soil Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,",,12,1.0,,
Ram widow by dr.seeds,Ram Widow,Dr. Seeds,"LED / 100W XS1000,LED / 100W XS1000,","Diablo Nutrients,Dakine 420,",Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,Topping,",,FLOWERING,,,
SourDiesel_RQS_01,Sour Diesel,Royal Queen Seeds,150 watt,,Hydroponics,,,"LST,Defoliation,ScrOG,",10.76,15,1.0,7.76,31.75
fast bud always thr best,Amnesia Haze Auto,Fast Buds,"LED / 480W FC 4800,",,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),",,,,6,,,
First grow! Gorilla glue auto (fastbuds),Gorilla Glue Auto,Fast Buds,250 watt,"General Hydroponics (GHE),Fox Farm,Fish Head Farms,Real Growers,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,",,"LST,Topping,Defoliation,Lollipop,",,13,,,
Marmalade sog NFT,Marmalade,Custom Breeder & Strain,480 watt,"Canna,Shogun,House & Garden,",Hydroponics,"Mineral Wool Grow Medium,",,"SoG,Defoliation,",13.12,13,16.0,,21.52
"""Lo-Fi"" Fogponic Royal Dwarf Indoor",Royal Dwarf,Royal Queen Seeds,100 watt,,Aeroponics,"Other Grow Medium,",,,,10,1.0,3.17,12.7
Strawberrybanana Aut sponsor by fastbuds,Strawberry Banana Auto,Fast Buds,730 watt,"GreenGro,Xtreme Gardening,Real Growers,Aurora Innovations (Roots Organics),",Manual,"AC Infinity Cloudlab 866 Advance Grow Tent 5x5 (60"" X 60"" X 80""),Soil Grow Medium,Perlite Grow Medium,",,"Defoliation,Main-Lining,LST,",,12,1.0,,
Auto Jack Herer Feminized Seeds Mafia,Auto Jack Herer,Seeds Mafia,100 watt,"BIOCANNA,Canna,",Drip,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"LST,",,11,12.0,,1.06
First Grow Attempt - Sour Diesel Auto,Sour Diesel Auto,Humboldt Seed Organization,150 watt,"Fox Farm,",Manual,"Soil Grow Medium,",Other,,54,10,1.0,,1.23
New light,OG Kush Autoflowering,Dinafem,,"Plant Magic,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"HST,Defoliation,",,9,1.0,2.26,8.29
Nicole hindu Kush - |Brazilian Growers|,Nicole Hindu Kush,White Label,240 watt,"Advanced Nutrients,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Glass Of Water,"LST,Topping,Defoliation,",861.11,10,2.0,,5.29
Cheese take 2,Cheese Autoflowering,Canuk Seeds,,"Botanicare,Humboldts Secret,",Manual,"Soil Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,",,"Defoliation,",,8,,,
Blueberry Cheesecake,Blueberry Cheesecake,Female Seeds,450 watt,"Fox Farm,Dr. Earth,",Manual,,Peat Pellet,"Topping,Defoliation,LST,",4,16,1.0,5.54,17.64
Blackberry Bliss,Blackberry Auto,Fast Buds,"LED / 100W Mars TS 600,LED / 100W Mars TS 600,","Plant Success (Plant Revolution),Canna,Green House Feeding,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,",,8,1.0,0.15,0.15
Fastbuds Strawberry Gorilla,Strawberry Gorilla Auto,Fast Buds,660 watt,"Dutchpro USA,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",,9,,,
Test v1,Auto Ultimate,Dutch Passion,650 watt,"Canna,Grotek,Green Planet Nutrients,",Drip,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Leaf tucking,HST,LST,Defoliation,",Custom,13,1.0,,
Green crack #1,Green Crack Auto,Fast Buds,,,Manual,,Paper Towel,,,12,1.0,,2.26
Gorilla Glue #4 BSF,Gorilla Glue #4,BSF Seeds,690 watt,"Grotek,BIOCANNA,Canna,Advanced Nutrients,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,ScrOG,Defoliation,",15.5,16,24.0,27.09,
Dirty Diana auto Fox genetic,Fox Genetic dirty Diana auto,Custom Breeder & Strain,300 watt,"General Hydroponics (GHE),Blue Planet Nutrients,",Hydroponics,"Expanded Clay Grow Medium,",Rockwool Cube,"Topping,LST,HST,Defoliation,",32.29,12,1.0,21.48,15.17
Bruce Banner,Bruce Banner Auto,Fast Buds,630 watt,"Greenleaf Nutrients,Remo Nutrients,",Hydroponics,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",,,16,12,3.0,,
RQS North Thunderfuck,North Thunderfuck,Royal Queen Seeds,300 watt,"Earth Juice,Botanicare,Advanced Nutrients,Real Growers,General Hydroponics (GHE),",Manual,"Soil Grow Medium,",,"super-cropping,LST,Topping,Defoliation,",,16,1.0,8.01,
FirstIndoor 1F1 & 3Auto,Crystal Candy F1 Fast Version,Sweet Seeds,300 watt,"BioBizz,",Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",10.76,14,1.0,0.88,
Clon #2 Gorila Glue 4 BSF seeds,Gorilla Glue #4,BSF Seeds,300 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,Turba Grow Medium,Humus de lombriz Grow Medium,",,"por el momento solo dejaremos crecer para despues aplicar apical,Topping,Defoliation,ScrOG,LST,Main-Lining,",Custom,21,2.0,,7.05
Blue cheese,Blue Funk a.k.a. Blue Cheese,Expert Seeds,600 watt,"Fox Farm,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,",Glass Of Water,"Defoliation,Topping,HST,LST,",,17,1.0,,
First grow ever! Auto blueberry,Auto Blueberry,Dutch Passion,205 watt,"Advanced Nutrients,BioBizz,PLAGRON.,",Manual,"Soil Grow Medium,",,"ScrOG,",3.88,10,1.0,,6.84
ORANGeGROOVYE BX ( Original Edition ),TheGratefulSeeds -,Custom Breeder & Strain,410 watt,"Green House Feeding,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,",15.5,18,1.0,1.48,7.23
Rainbow Belts x Apple Mint Pheno #4,Clearwater Genetic - Bad Roots,Custom Breeder & Strain,410 watt,"Green House Feeding,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,",Paper Towel,"Topping,",15.5,18,1.0,1.87,9.42
Kosher Tangie Kush Clone,Kosher Tangie Kush,Amsterdam Genetics,410 watt,"Green House Feeding,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,",,"Topping,",15.5,17,1.0,1.66,7.3
CALI CRASHER..doctors choice,Cali Crasher,Doctor'S Choice,,"Element Nutrients,Humboldts Secret,",Manual,"Mircle grow potting mix Grow Medium,",Directly In Substrate,"Defoliation,Topping,",,15,,,
Pineapple Madness R2 (OneShotEditon) #1,TheGratefulSeeds - Pineapple Madness R2,Custom Breeder & Strain,410 watt,"Green House Feeding,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,",Paper Towel,"Topping,",15.5,17,1.0,1.94,10.44
Purple Buddha Kush Auto,Buddha Purple Kush,Buddha Seeds,,,Manual,,,"LST,",,10,1.0,,0.71
Purple Haze White Label,Purple Haze,White Label,"LED / 1000W 1000W,",,Manual,"Soil Grow Medium,Biobizz Grow Medium,",Paper Towel,"LST,",,20,,,
Black Harlequin CBD,Black Harlequin,Sensi Seeds,"LED / 150W,",,Manual,"Soil Grow Medium,Biobizz Grow Medium,",,"LST,",,20,1.0,,1.76
21.06.22,White Widow Auto,Green House Seed Co.,,"Canna,",,,,,,0,1.0,,5.29
Super Lemon Haze Auto,Super Lemon Haze Auto,Green House Seed Co.,120 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,",Custom,9,1.0,,
Critical Fast Bud,Critical Fast Bud By Weed Seeds USA,Custom Breeder & Strain,300 watt,"General Hydroponics (GHE),Dr. Earth,",Manual,"Fox Farm Happy Frog Grow Medium,Fox Farm Ocean Forest Grow Medium,",Paper Towel,"LST,Topping,",Custom,12,,,
Gelato Auto,Gelato Auto,Fast Buds,630 watt,,Manual,"Roots Organic 707 Grow Medium,",Glass Of Water,"Defoliation,Lollipoping,",1049.87,11,2.0,,
Grape cookies auto,Grape cookies,Custom Breeder & Strain,"LED / 530W S1000 V2,LED / 0W 1000W COB,",,Manual,"Soil Grow Medium,",,,,9,,,
Z Head ( One Shot Edition ) Phenotype #3,TheGratefulSeeds - Z Head,Custom Breeder & Strain,410 watt,"Green House Feeding,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,",Paper Towel,"Topping,",15.5,17,1.0,1.8,9.81
Z Head ( One Shot Edition ) Phenotype #2,TheGratefulSeeds - Z Head,Custom Breeder & Strain,410 watt,"Green House Feeding,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,",Paper Towel,"Topping,",15.5,19,1.0,2.08,9.63
Z Head ( One Shot Edition ) Phenotype #1,TheGratefulseeds - Z Head,Custom Breeder & Strain,410 watt,"Green House Feeding,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,",Paper Towel,"Topping,",15.5,19,1.0,1.9,9.49
Guava Cake ( Original Edition ),TheGratefulSeeds - Guava Cake,Custom Breeder & Strain,410 watt,"Green House Feeding,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,",15.5,18,1.0,2.05,9.45
Blueberry F5 Reg. ( DJ Short ) Pheno #2,Blueberry,DJ Short,410 watt,"Green House Feeding,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,",,"Topping,",15.5,15,1.0,1.27,6.14
Cindarella Loves Jack// In- and Outdoor,Auto Cinderella Jack,Dutch Passion,,"Green Buzz Nutrients,",Manual,"Soil Grow Medium,",,,,10,1.0,2.65,14.82
NOVA OG //urban Chili 3.0,Nova OG,Anesia Seeds,85 watt,"Green Buzz Nutrients,",,"soil Grow Medium,",,"Topping,Defoliation,",1.61,11,4.0,,14.82
Auto Speed Bud (Female Seeds),Auto Speed Bud,Female Seeds,,"Advanced Nutrients,",Manual,,Paper Towel,,,12,1.0,0.32,
Watermelon OG X Mango auto Official Test,Watermelon OG X Mango Auto,Green House Seed Co.,680 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,,2.15,8,1.0,2.12,3.35
Sky Headband X Sky auto. Official Test,Sky Headband X Sky Auto,Green House Seed Co.,680 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,,2.15,8,1.0,1.98,3.7
Grape Glue auto Official Test,Grape Glue Auto,Green House Seed Co.,680 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,,2.15,9,1.0,2.12,3.77
ORIGINAL line White Widow,White Widow Auto,Fast Buds,680 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,3.23,11,1.0,4.59,14.46
ORIGINAL line BubbleGum,BubbleGum Auto,Fast Buds,680 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,4.31,11,1.0,3.88,10.05
ORIGINAL line Cheese,Cheese Auto,Fast Buds,680 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,3.23,11,1.0,3.88,15.17
Seedsman Black Sugar,Black Sugar,Seedsman,200 watt,"Earth Juice,Botanicare,Advanced Nutrients,Real Growers,",Manual,"Soil Grow Medium,",,"LST,Topping,Defoliation,",,17,1.0,8.18,
Alaskan Purple,Alaskan Purple,Seedsman,,"Emerald Harvest,",Manual,"Soil Grow Medium,",Paper Towel,,,16,1.0,3.92,3.9
Dutch outdoors,Royal Gorilla Automatic,Royal Queen Seeds,,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,",,11,1.0,1.09,5.11
Last grow before the big move!,Biscauto,Twenty20,450 watt,"General Hydroponics (GHE),Botanicare,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"Transplant,Defoliation,LST,",64,11,6.0,13.0,
Supa Jack - Viparspectra,Jack Herer Auto,Fast Buds,200 watt,,Manual,,,,10.76,11,1.0,4.02,19.4
Cherry Cola Auto FastBuds2022,Cherry Cola Auto,Fast Buds,230 watt,"Real Growers,",Hydroponics,"Soil Grow Medium,",,,7.38,8,1.0,2.22,
Fall Twenty20 Mendocino Ogreberry,Ogreberry,Twenty20,,,Manual,"Soil Grow Medium,",,"Pinch,LST,",,8,1.0,,4.52
Amnesia Zkittles,Amnesia Zkittlez Auto,Fast Buds,,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",,10,1.0,,1.87
Mimosa Cake by 2Fast4Buds,Mimosa Cake Auto,Fast Buds,310 watt,"BioBizz,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"LST,Leaf tucking,Defoliation,",10.76,10,1.0,4.06,17.64
First time auto flower run,Gorilla Cookies Auto,Fast Buds,"LED / 300W SE3000,LED / 1200W Elite 1200W,","Athena,Fox Farm,",Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"LST,Positive Energy,Topping,fresh canyon air flow,Maine spring water,Defoliation,",26.25,11,1.0,,10.12
Applelicious,Applelicious,In House Genetics,"LED / 0W SF1000D,","Gaia Green,",Manual,"Pro mix HP Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,,Custom,21,4.0,,
Draxel Grows x Repins12,RedberryCheesebake,Custom Breeder & Strain,200 watt,"Canna,General Hydroponics (GHE),BioBizz,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",,"Topping,",Custom,12,,,
Blue dream #1,Blue Dream Auto,Fast Buds,,,Manual,,Paper Towel,,,12,1.0,,1.55
HulkBerry Automatic,Hulkberry Automatic,Royal Queen Seeds,205 watt,"Advanced Nutrients,",,"Coco Coir Grow Medium,Perlite Grow Medium,",,,Custom,9,,,
Ruff Rider Auto,Ruff Rider. Caligen,Custom Breeder & Strain,205 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,Custom,8,,,3.53
EWE-2,Ewe-2,Humboldt Seed Organization,300 watt,"Advanced Nutrients,",Manual,"Batmix Grow Medium,",,"LST,Defoliation,",2.15,14,2.0,,
Quick One with AC Infinity IONBOARD S22,Quick One,Royal Queen Seeds,150 watt,"BioBizz,",Manual,"BioBizz ALL-Mix Grow Medium,",Paper Towel,"LST,",10.76,9,1.0,,0.88
Royal Haze Auto,Royal Haze Automatic,Royal Queen Seeds,,"Canna,",Manual,"biobizz all mix Grow Medium,",,"Lavado de raices,Defoliation,12-12 From Seed,",,11,1.0,0.53,0.74
First grow from clones,Mango Mintality,Purple City Genetics,330 watt,"Lotus Nutrients,Botanicare,",Hydroponics,"Mineral Wool Grow Medium,Expanded Clay Grow Medium,",,"ScrOG,Topping,LST,Defoliation,",118.11,16,2.0,,7.25
Charlotte's angel #1,CBD Auto Charlotte’s Angel,Dutch Passion,,,Manual,,Paper Towel,,,12,2.0,,
Sour Diesel_01_Dan,Sour Diesel Auto,Fast Buds,,,Hydroponics,,,"LST,ScrOG,",,8,,4.23,
Fall indoor widow,White Widow,Seedsman,3060 watt,"Dyna-Gro,Humboldt Nutrients,Humboldts Secret,True Plant Science (TPS),",Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Worm castings Grow Medium,",,"LST,FIMing,",29.53,9,1.0,,2.0
Adios muchachos,Mexican Airlines Auto,Fast Buds,1215 watt,"Technaflora,True Plant Science (TPS),Humboldts Secret,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Other Grow Medium,",,,129.17,11,2.0,,4.5
Gorilla Zkittlez Auto,Gorilla Zkittlez Auto,Fast Buds,150 watt,"BioBizz,",Manual,"Soil Grow Medium,",Peat Pellet,"LST,",6.89,9,1.0,4.09,19.86
HPZB Zams,Dropping Beans Genetics HPZB,Custom Breeder & Strain,"LED / 200W QB2000,LED / 250W Custom,LED / 150W Custom,","Dr. Earth,",,"Coco Coir Grow Medium,Soil Grow Medium,",,"Bamboo sticks,Bottom Feeding,Top Feeding,12-12 From Seed,",,12,1.0,,
OSP by Dropping Beans Genetics,Dropping Beans Genetics - Old Skool Pimps,Custom Breeder & Strain,"LED / 200W QB2000,","Dr. Earth,",Manual,"Other Grow Medium,",Other,"Bottom Feeding,Top Feeding,LST,",,12,1.0,,1.0
Super Skunk Auto - Seed Stockers,Super Skunk,Seedstockers,,"Wonderland Agronutrients,",Manual,"Soil Grow Medium,",,"LST,",,13,,0.53,
OG Kush auto,OG Kush Autoflowering,Canuk Seeds,,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"HST,Defoliation,LST,",,13,1.0,,5.03
Dean13 Vipaspectra EWOK,Kernow labs Ewok auto,Custom Breeder & Strain,,"BioBizz,Canna,Advanced Nutrients,Hy-Gen,Plant Success (Plant Revolution),",Manual,"Soil Grow Medium,",Paper Towel,"HST,LST,Defoliation,",,15,,,15.87
Girl Scout Cookies auto fb420,Girl Scout Cookies Auto,Fast Buds,190 watt,"Shogun,",Manual,"indica nutrients light mix Grow Medium,",Paper Towel,,17.22,11,1.0,,
Northern light gratis RQS,Northern Light Automatic,Royal Queen Seeds,240 watt,"Canna,",Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,",10.76,10,1.0,2.05,8.11
THE BIG BANG THEORY.,Big Bang Auto,Green House Seed Co.,,"Hesi,Buddhas Tree,Shogun,",,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,Defoliation,",,10,1.0,0.95,
GreenGelato+FatBanana,Green Gelato Automatic,Royal Queen Seeds,100 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,LST,",13.12,12,1.0,,9.7
Runtz Muffin Living Soil,Runtz Muffin,Barney'S Farm,245 watt,"Real Growers,T-REX,BioBizz,Dyna-Gro,General Hydroponics (GHE),",Manual,"MysticSoil Grow Medium,",,"Defoliation,LST,",13.12,20,1.0,2.47,3.88
3 strains with strong terps,Mimosa x Orange Punch,Barney'S Farm,270 watt,"BioBizz,",Manual,"Soil Grow Medium,Vermiculite Grow Medium,Living organisms Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,Defoliation,LST,",,8,,,
FastBuds photo testers 4 and 8,FFT4,Test Seed Bank,240 watt,"Canna,TNC (The Nutrient Company),",Manual,"Coco Coir Grow Medium,",Directly In Substrate,"Topping,Defoliation,",,13,2.0,,
Laughing Buddha,Laughing Buddha,Barney'S Farm,240 watt,"TNC (The Nutrient Company),Canna,",Manual,"Coco Coir Grow Medium,",Directly In Substrate,"Topping,Defoliation,",,13,2.0,,1.41
Outdoor auto #2 fast buds,Kosher Cake Auto,Fast Buds,,"Green House Feeding,Botanicare,Gaia Green,",Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,",,FLOWERING,,,
Banana slush,Banana Slush,Amsterdam Genetics,600 watt,"Indica Nutrients,",Manual,"Coco Coir Grow Medium,",Glass Of Water,,,21,,,
White Russian x 2,Auto White Russian,Divine Seeds,,"General Hydroponics (GHE),Purpinator,",Manual,"Soil Grow Medium,",Paper Towel,,,13,1.0,,4.23
Montreal x 4,Auto Montreal,Divine Seeds,,"General Hydroponics (GHE),Purpinator,",Manual,"Soil Grow Medium,",Paper Towel,,,13,2.0,,6.35
White Widow x 2,Auto White Widow,Divine Seeds,,"General Hydroponics (GHE),Purpinator,",Manual,"Soil Grow Medium,",Paper Towel,,,12,2.0,,5.29
Barney's Wedding cake Auto,Wedding Cake Auto,Barney'S Farm,315 watt,"Advanced Nutrients,Intense Nutrients,",Manual,"Soil Grow Medium,",Glass Of Water,,,11,1.0,,
"Fast Buds Star dawg, LSD-25. Bruce banne",Bruce Banner Auto,Sweet Seeds,2000 watt,"Fox Farm,Humboldts Secret,Plant Success (Plant Revolution),",Manual,"Perlite Grow Medium,Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",29.53,13,1.0,,7.2
BruceLemonDiesel - SuperSativaSeedClub,Auto Bruce Lemon Diesel,Super Sativa Seed Club,,"Fox Farm,Purpinator,Real Growers,",Manual,"ProMix Grow Medium,",Directly In Substrate,"LST,Defoliation,",,10,,,
YUHBARY!,Auto Yuhbary,Custom Breeder & Strain,,"Fox Farm,Terpinator,Real Growers,",Manual,"ProMix Grow Medium,",Directly In Substrate,"LST,",,11,,,
AK-420 Auto,AK-420 Automatic,Zamnesia Seeds,380 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,",10.76,13,1.0,1.45,
20 Gallon Bed Crème De La Chem,Creme de la Chem,Mephisto Genetics,200 watt,"Dr. Earth,Bloom City Organics,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,Other Grow Medium,",Directly In Substrate,"LST,",Custom,14,1.0,5.29,5.29
Strawberry Gorilla,Strawberry Gorilla Auto,Fast Buds,300 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",Glass Of Water,"LST,",43.06,10,1.0,1.23,1.23
Gorilla Cookies round 2,Gorilla Cookies Auto,Fast Buds,300 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",Glass Of Water,"LST,",43.06,10,1.0,1.23,1.23
Mimosa punch auto (Dutch Passion),Auto Mimosa Punch,Dutch Passion,,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,",,14,2.0,1.83,4.37
White Widow indoor,White Widow Fast,Seedsman,"LED / 100W Mars TS 600,","Fox Farm,",Manual,"Coco Coir Grow Medium,",,"ScrOG,Topping,LST,FIMing,Defoliation,",4,17,1.0,1.2,1.0
AMIRANI AUTO,Amirani Auto,Caucasian Seeds,480 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,",Glass Of Water,"Defoliation,LST,HST,",6.46,11,1.0,14.82,82.19
SSSC Fat Pete’s Cookie Auto,Fat Pete's Cookies Auto,Super Sativa Seed Club,450 watt,,Manual,"Coco Coir Grow Medium,Soil Grow Medium,Other Grow Medium,",,"Defoliation,",52.49,10,1.0,1.83,6.0
