diary_name,strain,strains_company,light_watt,nutrients,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Blue Sunset Sherbert,Blue Sunset Sherbert,Barney'S Farm,600 watt,"BioBizz,Atami,Advanced Nutrients,",Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"SoG,",0.05,12,1.0,,70.0
Dutch Passion CBD Auto Compassion Lime,CBD Auto Compassion Lime,Dutch Passion,100 watt,"BioBizz,",Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",0.36,12,1.0,,
Return Match,Sundae Punch,Elev8 Seeds,300 watt,,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,ScrOG,",Custom,11,,,
Tropicana poison,Tropicanna Poison F1 Fast Version,Sweet Seeds,200 watt,"BIOCANNA,Bio Tabs,Platinium Hydroponics,",Manual,"Other Grow Medium,",Other,"SoG,Defoliation,",0.5,14,8.0,135.0,
Farmhouse from first republic seeds-vt,First Republic-Farmhouse,Custom Breeder & Strain,520 watt,"Oregon’s Only (Nectar for the Gods),",Manual,"Nectar #4 with one shot supplement Grow Medium,",Directly In Substrate,,2.74,17,1.0,,123.0
slurricane first grow,Slurricane,In House Genetics,1362 watt,"Cutting Edge Solutions,South Cascade Organics,Growth Technology,Plant Success (Plant Revolution),",Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"Defoliation,ScrOG,",9.75,19,8.0,1899.42,1899.42
RQS/White Widow Automatic,White Widow Automatic,Royal Queen Seeds,190 watt,"RQS Organic Nutrients,Hesi,Emerald Harvest,",Manual,"Soil Grow Medium,Perlite Grow Medium,Torf Grow Medium,Mulch Grow Medium,",Peat Pellet,"Transplantation,Defoliation,",1.44,11,4.0,148.76,601.0
Winter Zombie,Zombie Bride,Ripper Seeds,150 watt,"Platinium Hydroponics,BioBizz,Canna,Atami,Guanokalong,",Manual,"Soil Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,Lombric compost Grow Medium,Worm humus Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"Topping,Transplantation,LST,Defoliation,",0.54,17,24.0,24.0,120.0
LSD-25 purple Shizzle!,LSD-25 Auto,Fast Buds,465 watt,"Shogun,",Drip,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",,,1.2,9,4.0,489.0,489.0
Gorilla skittles Auto,Gorilla Zkittlez Auto,Fast Buds,300 watt,,Manual,"Soil Grow Medium,",Paper Towel,"LST,",Custom,13,4.0,,765.44
Bruce banner #1 & #2,Bruce Banner,ILGM,410 watt,"BuildASoil,",Manual,"Worm casting Grow Medium,Lava rock Grow Medium,Sphagnum peat moss Grow Medium,",Directly In Substrate,"LST,Main-Lining,Defoliation,",22.75,26,,,
Strawberry pie,Strawberry Pie Auto,Fast Buds,650 watt,"General Hydroponics (GHE),Monkey Nutrients,",Manual,"Soil Grow Medium,",,,Custom,14,4.0,,689.0
purple punch - fastbuds (two),Purple Punch Auto,Fast Buds,1000 watt,"Nulife Technologies,Superthrive,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,",,11,,,
Fast Buds- Gorilla Cookies 2nd,Gorilla Cookies Auto,Fast Buds,310 watt,"Bio Tabs,",Drip,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",1,10,1.0,,500.0
First dos33,Dos Si Dos 33,Barney'S Farm,200 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,Mammoth Tents,13,1.0,,50.0
"Dutch cheese,mimosa cherry kush indoor",Dutch Cheese,Dutchfem,,"Atami,BioBizz,",Manual,"Miscela di luce bio bizz Grow Medium,",Directly In Substrate,"Main-Lining,Defoliation,",1,10,2.0,71.0,160.0
Cream Mandarine auto,Cream Mandarine Auto®,Sweet Seeds,300 watt,"PLAGRON.,Terpinator,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,",1,9,1.0,,170.0
She Red Hot! With friends!.,Red Hot Cookies,Sweet Seeds,200 watt,"Humboldts Secret,Gaia Green,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Coco Coir Grow Medium,Perlite Grow Medium,Other Grow Medium,",Directly In Substrate,"Defoliation,Topping,LST,HST,",,19,,,28.35
Big bud auto,Big Bud Auto,Fast Buds,300 watt,,Manual,"Perlite Grow Medium,Soil Grow Medium,",Directly In Substrate,"Topping,LST,HST,ScrOG,Defoliation,",1.6,12,1.0,,
NL Auto,Northern Lights Autoflower,ILGM,2000 watt,"Fox Farm,",Drip,"Coco Coir Grow Medium,Soil Grow Medium,Perlite Grow Medium,",,"Defoliation,",,9,2.0,,56.7
Fastbuds OG kush,OG Kush Auto,Fast Buds,100 watt,,Manual,"Soil Grow Medium,",Glass Of Water,,20,8,1.0,,23.3
"Scooby ""not so newby"" only 5 plants here",Gorilla Cookies Auto,Fast Buds,"LED / 600W Custom,LED / 600W Custom,",,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,",,,,FLOWERING,,,
Fat Banana & Blue Cheese auto,Fat Banana Automatic,Royal Queen Seeds,150 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"LST,",0.75,11,2.0,140.0,300.0
First indoor and Fastbuds collection,Gorilla Cookies Auto,Fast Buds,600 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,,11,1.0,,30.0
CBD recovery,Recovery CBD,Medical Seeds,480 watt,"Advanced Nutrients,",Manual,"Other Grow Medium,",Paper Towel,"Defoliation,Topping,FIMing,LST,12-12 From Seed,",,17,1.0,,200.0
Lsd 25 fastbuds,LSD-25 Auto,Fast Buds,730 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,,2.4,10,2.0,238.42,
White Widow,White Widow,Spliff Seeds,600 watt,"Microbe Life Hydro,Coast of Maine,Mammoth Microbes,",Manual,"Coast of Maine Grow Medium,",,"Transplant,Topping,",,22,1.0,,
ZKITTALICIOUS. Exotic seeds,Zkittalicious,Exotic Seed,300 watt,"Agrobeta,",Manual,"Soil Grow Medium,",,"SoG,Defoliation,",0.6,10,2.0,40.0,
Blueberry,Blueberry,Custom Breeder & Strain,200 watt,"Dutchpro USA,",Manual,"Promix HP Grow Medium,",,"LST,Topping,Defoliation,",,10,5.0,,
Super Sativa New Strain Photo Contest,Auto Purple OG Punch,Custom Breeder & Strain,100 watt,"Remo Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,0.85,11,2.0,,420.0
Purple Haze,Purple Haze,White Label,450 watt,"PLAGRON.,Aptus,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Defoliation,Supercropping,Cropping,ScrOG,",1.46,14,10.0,,
Seedsman Fuel D.OG Feminised,Fuel DOG,Seedsman,150 watt,,Hydroponics,,Rockwool Cube,"LST,Defoliation,ScrOG,Topping,",,16,,,
Apples and Bananas Clone - Compound Cut,Compound Cut - Apples and Bananas,Custom Breeder & Strain,200 watt,"Down To Earth,",Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Coco Coir Grow Medium,Soil Grow Medium,Worm Castings Grow Medium,",Glass Of Water,"Topping,Defoliation,HST,LST,",2.44,16,,,
Strawberry Gorilla Auto,Strawberry Gorilla Auto,Fast Buds,300 watt,"BioBizz,Terpinator,",Manual,"Biobizz lightmix Grow Medium,",Glass Of Water,"Repotting,",,10,2.0,,531.0
Chemdawg,Chemdawg Auto,Fast Buds,150 watt,"BioBizz,",Manual,"Soil Grow Medium,",Glass Of Water,"Defoliation,",,10,,,
Berry Grow,Blueberry Auto,Fast Buds,240 watt,"Fox Farm,BioBizz,",Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,LST,",1,14,1.0,,
harambe (auto),harambe,Custom Breeder & Strain,"LED / 300W SE3000,","Gaia Green,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Topping,ScrOG,Defoliation,",0.84,15,5.0,349.27,1247.38
GIRL SCOUT COOKIES & NORTHERN LIGHTS,Girl Scout Cookies,Humboldt Seed Company,640 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Defoliation,Topping,LST,",1.22,19,2.0,,113.4
Strawberry Gorilla Auto In Thailand #2,Strawberry Gorilla Auto,Fast Buds,"LED / 480W Custom,",,Manual,"Soil Grow Medium,",,"LST,Defoliation,ScrOG,",Custom,13,2.0,,
Whitey's outdoor rush,Dr Greenthumb,Custom Breeder & Strain,,"Miracle-Gro,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,,,18,,,
Cookie Party,ETHOS Genetics - CrescendO x Mandarin Cookies V3,Custom Breeder & Strain,645 watt,"Growth Technology,Aurora Innovations (Roots Organics),Athena,Botanicare,Plant Success (Plant Revolution),",,"Coco Coir Grow Medium,Perlite Grow Medium,",,,4.18,13,7.0,,
Ronald Raygun,Ronald Raygun Deadbydawn Genetics,Custom Breeder & Strain,300 watt,"Lotus Nutrients,",Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,HST,",1.68,9,1.0,,285.0
Alien smoothie delight auto,Fox genetic PMSP,Custom Breeder & Strain,"LED / 300W SE3000,","Athena,Agrogardens,",Hydroponics,"BloomGrow GT 48''X48''X78'',Expanded Clay Grow Medium,",Rockwool Cube,"Defoliation,",1.22,11,1.0,,
Zweet Inzanity Rbx,Zweet Inzanity Rbx,ETHOS Genetics,400 watt,"Fox Farm,NPK Industries,",Hydroponics,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Arqlite Smart Gravel Grow Medium,Mineral Wool Grow Medium,",Rockwool Cube,"ScrOG,Defoliation,LST,",,24,,,
Moby Dick in space bucket,Huismerk - Moby Dick,Custom Breeder & Strain,43 watt,"Atami,B.A.C.,Green House Feeding,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Other,"Topping,ScrOG,",0.5,18,1.0,60.0,272.0
First clonation gelato 420,Gelato #420,White Label,465 watt,"Top Crop,",Manual,,,"Flushing,LST,Defoliation,",,10,9.0,,400.0
Kalini Asia féminisée,Kalini,Custom Breeder & Strain,75 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,",,"ScrOG,",0.8,10,1.0,,20.0
Invader Zam [Night Owl],Night Owl Seeds - Invader Zam,Custom Breeder & Strain,150 watt,"Down To Earth,Real Growers,Fox Farm,",Manual,"AC Infinity Cloudlab 422 Advance Grow Tent 2x2 (24"" X 24"" X 48""),Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"FIMing,LST,HST,",1.22,12,2.0,,1417.47
Glookies from Barney's,Glookies,Barney'S Farm,410 watt,"Gen1:11,Xpert Nutrients,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,",0.25,14,1.0,,602.0
Purple cookies XL auto,Purple Cookies XL Auto,Ganja Farmer Seeds,310 watt,"Advanced Nutrients,Ecothrive,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,LST,",1.8,7,3.0,208.0,600.0
Belgicanna seed (newbie),Critical red,Custom Breeder & Strain,150 watt,"Advanced Nutrients,",Manual,"Premium soil thailand Grow Medium,",Glass Of Water,,,9,,,55.0
White Skunk( Sensi seeds),White Skunk,White Label,700 watt,"PLAGRON.,",Manual,"Soil Grow Medium,",,"Topping,Defoliation,LST,",1.5,14,2.0,240.0,
Green Poison XL Auto,Green Poison Auto®,Sweet Seeds,300 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",,"LST,",12.19,13,1.0,90.0,3.17
lets rock this place!,Rock Machine,Doctor'S Choice,650 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.4,11,1.0,128.0,390.0
MIMOSA XL,Sweet Mimosa XL Auto,Sweet Seeds,480 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.4,11,1.0,140.0,360.0
Boomb,Auto Bomb,Green House Seed Co.,480 watt,"Advanced Nutrients,",Manual,,,,0.3,11,1.0,97.0,360.0
OG style!,Strawberry Chemdawg OG,Super Sativa Seed Club,650 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,",0.4,13,1.0,,845.0
AMHERST,Amherst Sour Diesel,Humboldt Seed Organization,650 watt,"Advanced Nutrients,",Manual,,,"Topping,Defoliation,",0.4,12,1.0,100.0,535.0
Paradise,Sunset Paradise,Paradise Seeds,480 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,",0.4,12,1.0,120.0,470.0
Meringue,Meringue,Dutch Passion,650 watt,"Advanced Nutrients,",Manual,,,"Topping,Defoliation,",0.4,12,1.0,155.0,675.0
Gorilla Sherbet,Gorilla Sherbet F1 Fast Version,Sweet Seeds,650 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,",0.4,12,1.0,100.0,840.0
Zenzation,Sweet Zenzation,Sweet Seeds,650 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,",0.4,13,1.0,,846.0
Critical Kush,Critical Kush Auto,Barney'S Farm,650 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.4,12,1.0,,658.0
DO SI DOS,Dos Si Dos Auto,Barney'S Farm,650 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,,12,1.0,155.0,505.0
PASKUNJI auto,Paskunji Auto,Caucasian Seeds,650 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.4,12,1.0,,440.0
Purple Queen Automatic - RQS,Purple Queen Automatic,Royal Queen Seeds,100 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Directly In Substrate,"12-12 From Seed,Defoliation,",0.09,9,1.0,,88.0
Getting Married (Wedding Gelato - RQS),Wedding Gelato,Royal Queen Seeds,100 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,",0.09,15,1.0,,132.0
Mea Culpa (Auto POG Punch) - B&B,Purple OG Punch,Super Sativa Seed Club,300 watt,"Green House Feeding,PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Glass Of Water,,1,9,4.0,273.0,959.0
Mars hydro fust bud,Kosher Cake Auto,Fast Buds,150 watt,"BioBizz,",Manual,"Soil Grow Medium,",,"Defoliation,LST,",Mammoth Tents,11,,,
Big Bud Auto 16/01/23 - T3,big bud auto,Custom Breeder & Strain,1800 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Defoliation,",,11,5.0,121.9,1219.03
Northern Light,Northern Light Automatic,Royal Queen Seeds,200 watt,"PLAGRON.,Advanced Nutrients,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Other,"Topping,LST,",0.3,15,1.0,,273.0
Auto Big Bud 16/01/22 T4,auto big bud,Custom Breeder & Strain,1800 watt,,,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,Defoliation,",0.22,11,5.0,89.87,652.04
KOSHER CAKE AUTO,Kosher Cake Auto,Fast Buds,"LED / 480W Custom,",,,,,,,14,,,
King Sherb IX - In House Genetics,King Sherb IX - In House Genetics,Custom Breeder & Strain,310 watt,"Advanced Hydroponics of Holland,PLAGRON.,Advanced Nutrients,",Hydroponics,"Expanded Clay Grow Medium,",Rockwool Cube,"Topping,HST,Defoliation,",Mammoth Tents,15,,,
Watermelon Punch #9,Watermelon Punch,Custom Breeder & Strain,600 watt,"General Hydroponics (GHE),",Manual,"Other Grow Medium,",,"LST,",3.05,9,1.0,,163.01
“Blueberry Cupcake” By Humboldt Seed Co,Blueberry Cupcake,Humboldt Seed Company,600 watt,"Lotus Nutrients,",Manual,"Gorilla Grow Tent GGT Lite 4x4,Soil Grow Medium,",,"LST,Topping,Defoliation,",1.22,8,1.0,,283.5
“Nanaz” By RobinHoodSeeds,Nanaz,Robin Hood Seeds,600 watt,"Lotus Nutrients,",Manual,"Gorilla Grow Tent GGT Lite 4x4,Soil Grow Medium,",,"LST,Topping,Defoliation,",1.22,8,1.0,,396.89
2023 Autos,Auto Cinderella Jack,Dutch Passion,240 watt,"Hesi,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,1,13,3.0,,
Girl Scout Cookies Auto,Girl Scout Cookies Auto,Custom Breeder & Strain,110 watt,,Manual,"Soil Grow Medium,",Other,,0.16,7,1.0,50.0,50.0
First Auto Critical Orange Punch,Auto Critical Orange Punch,Dutch Passion,,"PLAGRON.,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,",Other,"LST,",,14,1.0,,3.0
Niagara,Niagara,Doctor'S Choice,300 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Glass Of Water,,,7,,,
Misty - Mystery Auto x 1 [G2],Fast Buds - Fast Buds - Mystery Auto,Custom Breeder & Strain,600 watt,"Canna,BioBizz,Advanced Nutrients,",Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"LST,Defoliation,HST,",Custom,12,1.0,64.0,
Karen - King's Kush Auto [G2],Kings Kush Auto,Green House Seed Co.,600 watt,"BioBizz,Canna,Advanced Nutrients,",Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"Topping,High Frequency Fertigation,LST,Defoliation,",Custom,17,1.0,160.0,
Sith Lord GTG Testers,Sith Lord,Custom Breeder & Strain,150 watt,"Athena,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Peat Pellet,"LST,ScrOG,Topping,Defoliation,",0.91,9,4.0,,
gorilla cookies 420,Gorilla Cookies Auto,Fast Buds,"LED / 150W,LED / 200W BAT W200,LED / 40W Custom,","General Hydroponics (GHE),Botanicare,Purpinator,Dynomyco,",Manual,"AC Infinity Cloudlab 632 Advance Grow Tent 36” X 20” X 62”,Fox farm soil Grow Medium,happy frog Grow Medium,",Paper Towel,"Yo yo support,LST,Defoliation,",,FLOWERING,,,
Chilean Vibez 2,C-Vibez,Dutch Passion,,"CannaBioGen,Advanced Nutrients,BioBizz,",Drip,"Vermiculite Grow Medium,Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,Defoliation,Main-Lining,",,20,1.0,350.0,1470.0
White widow,White widow,Seeds Mafia,300 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
Sour diesel,Seeds Mafia - Sour Diesel,Custom Breeder & Strain,300 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
Blueberry,Seeds Mafia - Blueberry,Custom Breeder & Strain,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
OGKZ - Humboldt,OGKZ,Humboldt Seed Organization,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
3 bears Og and a double grape,3 Bears OG,Mephisto Genetics,200 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,,,12,6.0,,
Biscotti mintz,Biscotti Mintz,Barney'S Farm,300 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
Peyote cookies,Peyote Cookies,Barney'S Farm,300 watt,"Green House Feeding,Advanced Nutrients,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
Gorilla zkittles,Gorilla Zkittlez,Barney'S Farm,300 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
Black Lebanon - SSSC,Black Lebanon,Super Sativa Seed Club,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
TROPICANNA POISON F1 FAST VERSION,Tropicanna Poison F1 Fast Version,Sweet Seeds,60 watt,"PLAGRON.,",Manual,"Soil Grow Medium,",Paper Towel,"12-12 From Seed,Main-Lining,",,12,1.0,,133.0
Jungle Lava,Jungle Lava,Original Sensible Seeds,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
Pellezino cookies,Pellezino Cookies,Original Sensible Seeds,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
Frosted guava!,Frosted Guava,Original Sensible Seeds,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
Alien moonrock,Alien Moonrocks,Original Sensible Seeds,315 watt,"Green House Feeding,Advanced Nutrients,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,,,
Pink Rozay,Pink Rozay,Original Sensible Seeds,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,3.0,,
Fastbuds Photoperiods line 1,FBPHP01,Fast Buds,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Drip,"Soil Grow Medium,",Glass Of Water,,,10,,,
Fastbuds Photoperiods line 2,FBPHP02,Fast Buds,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Drip,"Soil Grow Medium,",Glass Of Water,,,10,,,
Fastbuds Photoperiods line 3,FBPHP03,Fast Buds,315 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,10,,,
Meringue Meringue,Meringue,Dutch Passion,300 watt,"Green House Feeding,Advanced Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,2.0,,
Critical orange punch,Critical Orange Punch,Dutch Passion,300 watt,"Green House Feeding,Advanced Nutrients,",Manual,"Soil Grow Medium,",Glass Of Water,,,12,5.0,,
Pineapple Express with new LED Mars Hydr,Pineapple Express Auto,Fast Buds,300 watt,"Advanced Nutrients,PLAGRON.,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",0.64,9,1.0,,180.0
SanguineSeeds- Peter Pancakes,Sanguine Seeds - Peter Pancakes,Custom Breeder & Strain,"LED / 420W Custom,LED / 80W Custom,LED / 420W Custom,","Lotus Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,reveg,",,9,2.0,,
G13 skunk #1 and 3 seedsman freebies,Skunk #1,G13 Labs,410 watt,"J.R. Peters, Inc.,",Manual,"Vermiculite Grow Medium,Peat Grow Medium,",Paper Towel,"Schwazzing,ScrOG,FIMing,Topping,LST,Defoliation,",0.74,18,1.0,,
Knightsbridge oz,Knightsbridge oz,Custom Breeder & Strain,"LED / 300W Mars TSL 2000,","Mills Nutrients,",Manual,"Coco Coir Grow Medium,",,"ScrOG,FIMing,SoG,Defoliation,LST,HST,Topping,",,14,,,
"Crittical, El-Patron & OG-Kush MoFo!",Critical,Royal Queen Seeds,700 watt,"Gold Label,",Manual,"Soil Grow Medium,",Directly In Substrate,,1,30,1.0,,338.0
Superfast...Super Yeld?,+ Speed Auto®,Sweet Seeds,320 watt,"Advanced Nutrients,Canna,Boom Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,",0.9,9,2.0,140.0,90.0
Purple OG Punch 2023,Purple OG Punch,Super Sativa Seed Club,240 watt,"Hesi,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,1,13,3.0,,
Cherry Dream Pie,Cherry Dream,Kannabia Seed Company,150 watt,"Advanced Nutrients,",,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",,16,1.0,,40.0
AUS Outdoor 2023,Pineapple Chunk,Barney'S Farm,,"BIOCANNA,Ozi Magic Grow Juice,",Manual,"Soil Grow Medium,",,"LST,Topping,",,18,1.0,,220.0
GHSC Check 1-2 - B&B,GHSC Auto test #1,Green House Seed Co.,300 watt,"Green House Feeding,PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,0.5,10,1.0,60.7,276.0
First Amnesia Zkittlez,Amnesia Zkittlez Auto,Fast Buds,150 watt,"PLAGRON.,",Manual,"Soil Grow Medium,",,,,11,,110.0,130.0
2x2 grow,Og,Custom Breeder & Strain,"LED / 300W FC 3000,",,Manual,"HP pro mix Grow Medium,",,,,18,,,
Super skunk,IGM,Custom Breeder & Strain,60 watt,,Manual,"Soil Grow Medium,",,,26,13,1.0,,
Fudgesicle Clone Tiki Madman Cut,Tiki Madman - Fudgesicle,Custom Breeder & Strain,630 watt,"Down To Earth,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,Worm Castings Grow Medium,",Rockwool Cube,"Topping,LST,HST,Defoliation,",1.22,12,1.0,,
Tye Dye Skye,Boyz,Custom Breeder & Strain,"LED / 250W Custom,LED / 120W Basestar 120W,","Fox Farm,Advanced Nutrients,Grotek,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"Filming,Topping,Defoliation,",39.32,16,8.0,,659.0
Chem bomb,Chem-Bomb Auto,Humboldt Seed Organization,95 watt,"Miracle-Gro,",Manual,"Soil Grow Medium,",,"LST,",0.3,11,1.0,,396.89
Pink Rozay,Pink Rozay,Original Sensible Seeds,300 watt,"Green House Feeding,BioBizz,PLAGRON.,",Manual,"Biobizz Light Grow Medium,Biobizz coco coir Grow Medium,",Paper Towel,"Topping,Defoliation,",1,13,11.0,,45.0
4 strain grow from seed,Runtz Muffin,Barney'S Farm,300 watt,"Shogun,Terpinator,BioBizz,NPK Industries,Nortembio,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,,19,1.0,,
Gorilla gg4 outdoor,Gorilla GG4,Ganja Farmer Seeds,,"Plant Success (Plant Revolution),",Manual,"Soil Grow Medium,",Directly In Substrate,"HST,Topping,",,13,,,
Purple ghost candy,Purple Ghost Candy,Seedsman,310 watt,,Manual,"Soil Grow Medium,",Directly In Substrate,,,3,,,
Black lebanon,Black Lebanon,Super Sativa Seed Club,310 watt,,Manual,"Soil Grow Medium,",Directly In Substrate,,,4,,,
Amnesia haze,Amnesia Haze,Ganja Farmer Seeds,310 watt,,Manual,"Soil Grow Medium,",Directly In Substrate,,,4,,,
Super skunk,Super Skunk,Nirvana,310 watt,,Manual,"Soil Grow Medium,",Directly In Substrate,,,3,,,
Super critical bud cdb,Super Critical Bud CBD,Garden Of Green,310 watt,,Manual,"Soil Grow Medium,",Directly In Substrate,,,4,,,
Apple Fritter Auto: DWC Small Batch,Apple Fritter Auto,Original Sensible Seeds,300 watt,"Remo Nutrients,General Hydroponics (GHE),Advanced Nutrients,",Hydroponics,"Expanded Clay Grow Medium,",,,Custom,10,1.0,90.0,
