diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Summer 2022 Outdoor Autos - Mix 1/2,Strawberry Banana Gelato XL Auto,Sweet Seeds,,"BioBizz,Top Crop,Advanced Nutrients,",True,Manual,"Perlite Grow Medium,Other Grow Medium,Other Grow Medium,",Glass Of Water,,,9,3,5.86,24.34
First autoflower grow,Northern Lights Autoflowering,Growers Choice Seeds,"LED / 2000W Custom,LED / 2000W Custom,","Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,",Custom,FLOWERING,,,
"Sour Apple Auto, 1st grow pt.2",Sour Apple Autoflower,Humboldt Seed Company,250 watt,"Advanced Nutrients,",True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,Perlite Grow Medium,Soil Grow Medium,Soil Grow Medium,",Paper Towel,"Tucking,LST,",9,11,1,,6.07
Groing soil pineaple skunk,pineaple skunk,Custom Breeder & Strain,150 watt,,True,,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,,,15,,,
Blue Dream Auto 1st Grow,Blue Dream Auto,Fast Buds,250 watt,"Advanced Nutrients,",True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,FIMing,LST,tucking,Defoliation,",6.75,11,3,5.41,26.7
Ganja Runtz Auto,Ganja Runtz Auto,Ganja Farmer Seeds,100 watt,"Terra Power,BioBizz,",True,Manual,"Biobizz Light Mix Soil Grow Medium,Biobizz Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Defoliation,Light lollipoppoing,",21.53,10,1,2.4,14.11
Forgotten strawberries - Mephisto,Forgotten Strawberries,Mephisto Genetics,300 watt,"Canna,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",,12,2,3.41,
Northern Lights AUTO - 1st grow,Northern Light Automatic,Royal Queen Seeds,100 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,",Custom,12,1,3.25,14.92
7 plants in one Pot!,PASKUNJI,Caucasian Seeds,300 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,6.46,10,7,3.99,9.81
Big Devil XL Auto (Outdoor),Big Devil XL Auto®,Sweet Seeds,,"Real Growers,",True,Manual,"Soil Grow Medium,",,,,9,1,,
LSD - 25 auto (Outdoor),LSD-25 Auto,Fast Buds,,"Real Growers,",True,Manual,"Soil Grow Medium,",,,,8,1,,0.71
S.O.G Tryout,WSS Skunk Feminized,WeedSeedShop,310 watt,"BioBizz,Nortembio,",True,Manual,"Perlite Grow Medium,Vermiculite Grow Medium,Batmix Grow Medium,",Peat Pellet,"SoG,",,13,23,9.17,
Tidbits,Terpmite- Tidbits,Custom Breeder & Strain,720 watt,"Foop Organic Biosciences,",True,Manual,"Soil Grow Medium,",,"Topping,Defoliation,ScrOG,",,10,1,,
New strain 2022 by Sweetseeds,Sweet Zenzation XL Auto,Sweet Seeds,300 watt,,True,Hydroponics,"Expanded Clay Grow Medium,",Paper Towel,"LST,",10.76,11,1,,10.58
Organic flavours run,Coney Island Cotton Candy,Future Genetix,910 watt,,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,"HST,LST,Defoliation,",,14,,,5.1
MAC/Biscotti,Miracle Alien Cookies (MAC) Feminized,Pev Seeds,150 watt,"Top Crop,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,LST,HST,",,17,1,,2.96
Strawberry Gorilla,Strawberry Gorilla Auto,Fast Buds,300 watt,"Top Crop,",True,Manual,"Soil Grow Medium,",,"LST,Defoliation,",2.69,10,1,5.22,14.82
The New Dutchfem strain!!!,Gorilla Glue Autoflower,Dutchfem,310 watt,"General Hydroponics (GHE),",True,Manual,,,,6.46,9,1,12.35,43.74
Strawberry pie auto Fastbuds,Strawberry Pie Auto,Fast Buds,240 watt,,True,Manual,"Soil Grow Medium,",,,,9,1,,2
The New Dutchfem strain!!!,Mimosa Purple Kush Autoflower,Dutchfem,310 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,5.38,9,1,7.05,24.34
My firts SOG,Paskunji Fem,Caucasian Seeds,680 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"SoG,Defoliation,",12.92,11,24,25.04,96.65
Lou Lou Autoflower,Eazy Daze Cultivators - Lou Lou Autoflower,Custom Breeder & Strain,100 watt,"Real Growers,Lotus Nutrients,Bloom City Organics,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Topping,",Custom,12,1,2.21,
Nanaz By Robinhoodseeds,Nanaz,Custom Breeder & Strain,600 watt,"FloraFlex,",True,Manual,"Gorilla Grow Tent GGT Lite 4x4,Coco Coir Grow Medium,",,"HST,Defoliation,Topping,LST,",13.12,14,1,7.4,9.87
BFS Auto Amnesia X-treme,Bulk Feminized Seeds - Auto Amnesia X-treme,Custom Breeder & Strain,300 watt,"BioBizz,Plant Success (Plant Revolution),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Other,"LST,Defoliation,Tucking,",,8,,,
Atlas Seeds - Gummibears 1,Gummiebears,Custom Breeder & Strain,480 watt,,True,Manual,"CoolGrows GT 96x48x80,Soil Grow Medium,",Peat Pellet,"Topping,FIMing,LST,HST,12-12 From Seed,",,10,1,1.59,
Canuck Grapefruit auto,Grapefruit Autoflowering,Canuk Seeds,400 watt,"Dutch Science Nutrients,",True,Manual,"GA Grow Tent GT 36x36x72,Promix mycorrhizae Grow Medium,",Paper Towel,"Defoliation,LST,",,8,,4.5,
Watermelon RQS Cup,Watermelon,Royal Queen Seeds,410 watt,"RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Peat Pellet,,15.5,14,1,1.9,8.25
Indoor-Autdoor auto,Auto Chocolate Kush,00seeds,170 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",,"Topping,LST,Defoliation,",,13,1,1.2,
Part 2,North Thunderfuck,Royal Queen Seeds,"LED / 330W Electric Sky 300 V3,LED / 330W Electric Sky 300 V3,","BioBizz,",True,Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,",,,,FLOWERING,,,
Alien Cookie,MAC 1,Dark Heart Nursery,360 watt,"Humboldts Secret,Fox Farm,",True,Manual,"Soil Grow Medium,",,"Defoliation,LST,Topping,",229.66,19,1,,29.88
Tangerine G13 by Silky,Tangerine G13,Amsterdam Genetics,250 watt,"Bio Nova,PLAGRON.,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,",3.55,10,1,,1.31
ETS - Gorilla Glue,Gorilla Glue #4,Emerald Triangle Seeds,232 watt,"General Hydroponics (GHE),Emerald Harvest,URB Natural,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"ScrOG,Topping,",16.15,30,1,3.17,
ETS - Lost Coast OG,Lost Coast OG,Emerald Triangle Seeds,"LED / 232W P4-XML2,LED / 232W P4-XML2,","General Hydroponics (GHE),Emerald Harvest,URB Natural,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"ScrOG,Topping,",,FLOWERING,,,
Urban Guerilla Critical NL,Royal Critical Automatic,Royal Queen Seeds,,,True,Manual,"Soil Grow Medium,",,,,1,,,
Lemon pie f3 regular,Lemon pie f3 eureka seeds,Custom Breeder & Strain,300 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,,8.61,17,2,1.59,2.47
Humboldt Pound Cake Fem - Indoor,Humboldt Pound Cake,Humboldt Seed Company,300 watt,,True,Manual,"Gorilla Grow Tent GGT 3x3,Coast of maine - stonington blen Grow Medium,",,"Topping,",96.88,11,1,,2
Fastbuds Duo!,Californian Snow Auto,Fast Buds,300 watt,"BioBizz,Fox Farm,Terpinator,",True,Manual,,,"Defoliation,Super cropping,",,12,1,6.67,
Kerosene krash,Kerosene Krash,Dutch Passion,480 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,",,,12.92,14,1,,3.07
FBT 2212 Fast Buds Testers,FBT2212,Fast Buds,480 watt,"Dynomyco,Blue Planet Nutrients,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Grow stone Grow Medium,",Glass Of Water,"LST,Defoliation,",54,14,1,10.38,17.64
Roji OGS,Roji OGS,Quebec Cannabis Seeds QCS,1000 watt,"Microbe Life Hydro,Impello Biosciences,Mammoth Microbes,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,",,21,1,,
Amnesia VS Cheese,Original Amnesia,Dinafem,300 watt,"Advanced Nutrients,Dynomyco,",True,Manual,"Soil Grow Medium,",Glass Of Water,"Topping,Defoliation,ScrOG,",5.27,14,1,4.48,21.91
Special Queen RQS // Hyphotonflux,Special Queen #1,Royal Queen Seeds,960 watt,"RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Topping,transplant,Defoliation,Supercropping,LST,",96.88,12,2,,14.82
Bubba Island Kush,Bubba Island Kush,Dutch Passion,480 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,",,,,13,1,,2.54
Blue cheese,Blue Cheese,Royal Queen Seeds,470 watt,,True,Manual,"Compost Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,Biochar Grow Medium,Pebbles Grow Medium,Sand Grow Medium,Loam Grow Medium,Gravel Grow Medium,",,"Organic,LST,",Custom,9,,,
Skyrocket by silky,Skyrocket,Amsterdam Genetics,250 watt,"Bio Nova,PLAGRON.,",True,Manual,"Soil Grow Medium,",,"Defoliation,",3.55,10,1,,1.15
Amazing haze by Silky,Amazing Haze,Amsterdam Genetics,250 watt,"Bio Nova,PLAGRON.,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,",3.55,10,1,,0.8
My art,پرورش دهنده,Custom Breeder & Strain,"LED / 1000W Custom,","FloraFlex,",True,Aeroponics,,,"Topping,",,10,1,,0.04
Red Mandarin Fast Vesion,Red Mandarine F1 Fast Version®,Sweet Seeds,720 watt,"Canna,",True,Hydroponics,"Coco Coir Grow Medium,",Paper Towel,,,12,6,,11.64
Orange glue in coco.,Orange glue,Custom Breeder & Strain,315 watt,"Canna,Shogun,Vitalink,",True,Drip,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",,"Topping,Defoliation,ScrOG,",,9,4,,
Grandma's second run,Grandma's Genetics - Gelato#41xErdpurt,Custom Breeder & Strain,270 watt,"BioBizz,PLAGRON.,Dynomyco,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",10.76,14,4,8.11,45.08
FastBd Test FBT2209 / ViparSpectra P2000,FBT2209,Fast Buds,200 watt,"Bloom City Organics,Foop Organic Biosciences,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",8,15,1,2.07,8.32
"ETHOS Grape Diamond R2 ""First grow in.""",Grape Diamonds R2,ETHOS Genetics,450 watt,"Metrop,PLAGRON.,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",15.07,14,9,12.88,
Strawberry Banana Auto,Strawberry Banana Auto,Fast Buds,300 watt,"Top Crop,",True,Manual,,,"LST,Defoliation,",2.69,10,1,4.59,11.29
Auto Malawi x Northern Lights Outdoor,Auto Malawi x Northern Lights Fem,ACE Seeds,,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,"LST,Topping,Defoliation,",,11,1,,
It's a setup,Grand Daddy Purple,ILGM,600 watt,"Emerald Harvest,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"HST,Defoliation,ScrOG,LST,FIMing,Main-Lining,",21.53,21,1,,10.44
Fastbuds/Mars Hydro trainwreck auto,Trainwreck Auto,Fast Buds,100 watt,"RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,",8.4,16,1,,6.35
Lorenzo,Mandarin Cookies R1 V2,ETHOS Genetics,600 watt,"Emerald Harvest,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",Glass Of Water,"Defoliation,ScrOG,LST,FIMing,Main-Lining,HST,",21.53,20,1,,8.75
Blueberry x C99 x Fast,C99 x Blueberry FAST,Seedsman,600 watt,"Emerald Harvest,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,HST,ScrOG,Topping,LST,FIMing,",21.53,22,1,,12.49
Permafrost - 02 - Skywalker Haze,Skywalker Haze,Dutch Passion,240 watt,"PLAGRON.,Canna,",True,Hydroponics,"Expanded Clay Grow Medium,Mineral Wool Grow Medium,Soil Grow Medium,",Paper Towel,"Defoliation,",10.76,12,2,,22.93
Inhouse run,JMO,In House Genetics,690 watt,,True,Manual,"Soil Grow Medium,",Directly In Substrate,,,14,5,,
Piffcoast sour diesel,Piffcoast sour diesel,Custom Breeder & Strain,690 watt,,True,,"AC Infinity Cloudlab 894 Advance Grow Tent 8x4 (96"" X 48"" X 80""),Soil Grow Medium,",,,,13,1,,
Outdoor meph,Creme de la Chem,Mephisto Genetics,690 watt,,,,"Soil Grow Medium,",Paper Towel,,,14,2,,
Titanimal half pack,Titanimal,In House Genetics,690 watt,,True,Drip,"AC Infinity Cloudlab 894 Advance Grow Tent 8x4 (96"" X 48"" X 80""),Soil Grow Medium,",Paper Towel,,,15,3,,
Clearwater mellon collie hunt,Clearwater genetics,Custom Breeder & Strain,690 watt,,True,Drip,"Soil Grow Medium,",Paper Towel,,,16,1,,
Adhesive Genetics P Rainbow,Adhesive genetics p rainbow,Custom Breeder & Strain,690 watt,,True,Drip,"Soil Grow Medium,",Paper Towel,,,16,1,,
Adhesive genetics AF Dope,Adhesive genetics AF Dope,Custom Breeder & Strain,690 watt,,True,Drip,"AC Infinity Cloudlab 894 Advance Grow Tent 8x4 (96"" X 48"" X 80""),Soil Grow Medium,",Paper Towel,,,15,,,
Maverick,Top Gun,Atlas Seed,"LED / 400W P4000,LED / 400W P4000,","Aurora Innovations (Roots Organics),Fish Head Farms,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,,,10,2,,0.16
3M֎₿αηαηα ₱υᴙᴘւє ₱υηᴐի,Banana Purple Punch Auto,Fast Buds,150 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,Humus de lombriz Grow Medium,Bocashi Grow Medium,Minerales Grow Medium,",Directly In Substrate,,0.97,11,1,2.54,9.63
3M Ⓐ ϾIИƉΞЯΞLL₳,Cinderella Auto,Fast Buds,150 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,Humus Grow Medium,Bocashi Grow Medium,Minerals Grow Medium,",Directly In Substrate,"LST,",0.86,12,1,,8.75
First Auto,Green Crack Auto,Seedsman,480 watt,"Humboldts Secret,Fox Farm,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Defoliation,LST,",229.66,10,1,,11.36
Sub Irrigated Planter (SIP) - Zkittlez A,Auto Zkittlez,Quebec Cannabis Seeds QCS,,"General Hydroponics (GHE),Humboldt Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",,10,1,,0.74
3M✫ΞИΞMY ØF THΞ STⒶTΞ,Enemy of the State,Super Strains,"LED / 100W P1000,",,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,Humus Grow Medium,Bocashi Grow Medium,Minerals Grow Medium,",Directly In Substrate,"Defoliation,Topping,LST,",1.94,21,1,2.5,7.55
Six Shooter Auto / fastbuds,Six Shooter Auto,Fast Buds,95 watt,"Hesi,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"12-12 From Seed,LST,Defoliation,",4.52,15,1,3.39,
Biscotti Mintz,Biscotti Mintz,Barney'S Farm,165 watt,"Bio Tabs,",True,Manual,,Directly In Substrate,,0.97,11,1,1.05,4.28
Barney's FARM Critical Kush cheapass DWC,Critical Kush,Barney'S Farm,100 watt,"Growth Technology,",True,Hydroponics,"Mineral Wool Grow Medium,",Paper Towel,"Topping,",10.76,20,1,,
RQS comp,Royal Cheese Automatic,Royal Queen Seeds,190 watt,"Advanced Nutrients,Shogun,Canna,Vitalink,",True,Manual,"indica nutrients. all mix Grow Medium,",Paper Towel,"Defoliation,",17.22,14,1,,
First GSC ever,Girl Scout Cookies feminized seeds,Weedseedsexpress,600 watt,"Advanced Nutrients,",True,Manual,,Directly In Substrate,"Topping,HST,Defoliation,LST,",12.92,14,4,,17.64
Afghan Pearl CBD - indoor grow,Afghan Pearl CBD,Sensi Seeds,150 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Other,"Defoliation,",15.5,13,4,15.73,61.48
Zamnesia Sunset Sherbert Auto&MarsHydro,Sunset Sherbet Automatic,Zamnesia Seeds,150 watt,"Green Buzz Nutrients,BioBizz,Plant Success (Plant Revolution),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,LST,",8.61,8,2,,2.3
Northern Lights Auto - Seedsman freebie,Northern Lights Auto,Seedsman,130 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Directly In Substrate,"LST,Leaf-tucking,Defoliation,",10.76,11,1,,1.76
"Gorilla cookies, 420fast buds",Gorilla Cookies Auto,Fast Buds,120 watt,"BioBizz,NPK Industries,",True,Manual,"Soil Grow Medium,Biobizz allmix Grow Medium,",,"LST,Defoliation,",Custom,11,2,,
green poison auto,Green Poison Auto®,Sweet Seeds,,"PLAGRON.,Advanced Nutrients,House & Garden,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,",,11,1,,
First tent grow,Chemdawg,Custom Breeder & Strain,150 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",,"LST,Topping,",29.53,13,1,,
Glookies de Barney's Farm,Glookies,Barney'S Farm,600 watt,"Canna,General Hydroponics (GHE),TNB Naturals,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,LST,Defoliation,ScrOG,",12.92,14,6,12.63,
Biscotti Mintz de Barney's Farm,Biscotti Mintz,Barney'S Farm,600 watt,"Canna,General Hydroponics (GHE),TNB Naturals,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,LST,Defoliation,ScrOG,",12.92,14,6,12.63,
LSD from Barney's Farm,LSD-Feminsed,Barney'S Farm,600 watt,"General Hydroponics (GHE),Canna,TNB Naturals,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,LST,Defoliation,ScrOG,",12.92,14,6,12.63,
Bruce Banner auto FastBuds,Bruce Banner Auto,Fast Buds,300 watt,"Madame Grow,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",7.53,11,1,,
Strawberry Pie Auto FastBuds,Strawberry Pie Auto,Fast Buds,1200 watt,,True,Manual,"Soil Grow Medium,",Other,"Defoliation,",2.15,10,1,,25.75
Royal Gorilla auto RQS,Royal Gorilla Automatic,Royal Queen Seeds,1250 watt,,True,Manual,"Soil Grow Medium,",Other,"Defoliation,",2.15,10,1,,7.05
Coco grow,Durban Poison (Photoperiod),Custom Breeder & Strain,300 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Mineral Wool Grow Medium,",Glass Of Water,,,13,3,,
RDWC LUX645 OREOZ CLONES,Oreoz,Custom Breeder & Strain,1200 watt,"Current Culture H2O,",True,Hydroponics,"Expanded Clay Grow Medium,",,"Topping,HST,LST,Defoliation,ScrOG,",45,12,6,,
Bubblegum Alberte,BubbleGum Auto,Fast Buds,250 watt,"Advanced Nutrients,Zamnesia,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"Defoliation,",6.89,12,2,2.75,14.82
Irie Genetics -- Mystery Test Seeds,Irie Genetics - Test Seed #1,Custom Breeder & Strain,600 watt,"J.R. Peters, Inc.,",True,Hydroponics,"Coco Coir Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,",Other,,,14,,,
Creme De La Chem,Creme de la Chem,Mephisto Genetics,230 watt,"Down To Earth,Real Growers,Gaia Green,",True,Manual,"AC Infinity Cloudlab 632 Advance Grow Tent 36” X 20” X 62”,ProMixBX Grow Medium,Worm Castings Grow Medium,Perlite Grow Medium,",Glass Of Water,,,10,,,
Seedsman WhiteWidow Manifold Autopot 3x3,White Widow,Seedsman,650 watt,"General Hydroponics (GHE),Fox Farm,Botanicare,Gaia Green,",True,Drip,"Vermiculite Grow Medium,Perlite Grow Medium,Soil Grow Medium,",Glass Of Water,"Defoliation,Main-Lining,LST,Topping,HST,",9.84,15,1,,8
Six Shooter by 420FastBuds,Six Shooter Auto,Fast Buds,630 watt,"Fox Farm,",True,Manual,"Perlite Grow Medium,Promix Grow Medium,",Glass Of Water,"LST,",,11,,,
Amnesia Fast,Amnesia FAST,Seedsman,300 watt,"Fox Farm,",True,Manual,"Promix Grow Medium,Perlite Grow Medium,",,"Defoliation,HST,LST,",Custom,20,,,
Wedding Cheesecake by 420FastBuds,Wedding Cheesecake Auto,Fast Buds,630 watt,"Fox Farm,",True,Manual,"Perlite Grow Medium,Promix Grow Medium,",Glass Of Water,"HST,LST,",,11,,,
SWOG,Skywalker OG,Custom Breeder & Strain,7000 watt,"General Hydroponics (GHE),",True,Manual,"Roots organics 707 Grow Medium,",,"LST,Topping,Defoliation,FIMing,",26.25,5,6,,5
Northern Lights- ILGM /P1 of 5,Northern Lights (fem),ILGM,480 watt,,True,Manual,"Perlite Grow Medium,Fox Farm, Ocean Forest Grow Medium,",Directly In Substrate,,Custom,0,,,
That's pretty critical haze Mr.Nice Reg,Critical Haze,Mr.Nice,250 watt,"Advanced Nutrients,BioBizz,",True,Manual,"Soil Grow Medium,",Peat Pellet,,6.89,14,2,,
Northern Lights Blue Fem(Delicious Seeds,Northern Light Blue,Delicious Seeds,200 watt,"Bio Nova,BioBizz,Grotek,Espoma,CannaBioGen,",True,Manual,"Soil Grow Medium,Other Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"LST,ScrOG,Bending Clips,",6.46,28,1,,0.71
Not a joke - my April 1 auto grow,Royal Creamatic,Royal Queen Seeds,,,True,,,,,,12,,,
zkittlez,Zkittlez Auto,Fast Buds,,,,Hydroponics,,,,322.92,8,1,,1.76
Northern lights,Northern Lights,Sonoma Seeds,1000 watt,"Fox Farm,General Hydroponics (GHE),",True,Hydroponics,"Mineral Wool Grow Medium,",,"Topping,Defoliation,ScrOG,",2460.63,9,1,,4
Gorilla Sherbet F1 Fast Version,Gorilla Sherbet F1 Fast Version,Sweet Seeds,300 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,",7.75,12,5,4.76,
Plutonic Frost w DaFunks method,Plutonic Frost- South Beach Genetics,Custom Breeder & Strain,230 watt,,True,Manual,"Soil Grow Medium,",Other,"Lollipopping,Defoliation,",17.36,9,1,,2.7
Red Strawberry Banana Auto,Red Strawberry Banana Auto,Sweet Seeds,"LED / 100W Mars TS 600,","BioBizz,PLAGRON.,Plant Success (Plant Revolution),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Defoliation,LST,",3.23,11,1,1.66,9.03
LemonPie Eazy Pyramid mini,Lemon Pie Auto,Fast Buds,100 watt,"Green Planet Nutrients,",True,Manual,"Eazyplug Pyramid Mini Grow Medium,",,,1,11,1,,2.4
Piñapple poison monito,Pineapple Poison,Super Sativa Seed Club,320 watt,"Advanced Nutrients,Grotek,",True,Manual,"Soil Grow Medium,",,"LST,Topping,Defoliation,",1076.39,9,6,,
Bloody skunk auto,Bloody Skunk Auto®,Sweet Seeds,,"BioBizz,Grotek,",True,,"Other Grow Medium,",Paper Towel,,861.11,12,4,,
"Alaskan thunder fuck, part 2 biggerbuds",Alaskan Thunder Fuck,Canuk Seeds,"LED / 1000W 1000W Foldable Led Grow Light,LED / 600W,LED / 250W XP2500,",,True,Manual,"Soil Grow Medium,Soil Grow Medium,",,,,8,,,
Forbidden Runtz Auto,Forbidden Runtz Auto,Fast Buds,"LED / 0W X 465W PRO LED,LED / 0W X 465W PRO LED,","General Hydroponics (GHE),",True,Manual,"AC Infinity Cloudlab 743D Advance Grow Tent 4x3 (48"" X 36"" X 72""),Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",39.37,11,2,6.35,19.05
Panty punch,Panty Punch Fem,Seedstockers,480 watt,"Namaste Nutrientes,Advanced Nutrients,",True,Manual,"turba Grow Medium,",Paper Towel,"croopers,Topping,Defoliation,",10.76,15,3,,52.21
Jammy Dodgers 2022,Illuminauto #36 - Jammy Dodgers,Mephisto Genetics,300 watt,"Fox Farm,Bloom City Organics,",True,Manual,"Soil Grow Medium,",Peat Pellet,,Spider Farmer,10,1,,
Runtz Muffin Baking,Runtz Muffin,Barney'S Farm,615 watt,"PLAGRON.,Canna,",True,Hydroponics,"Expanded Clay Grow Medium,Soil Grow Medium,",,"HST,Defoliation,",21.53,14,2,22.93,246.92
"Gorilla glue, grandaddy purple",Grandaddy Purple,Blimburn Seeds,410 watt,"BioBizz,General Hydroponics (GHE),Vitalink,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,Perlite Grow Medium,",Other,"Defoliation,FIMing,LST,",13.12,20,2,,
Blue Dream #9,Blue Dream Auto,Fast Buds,,"Advanced Nutrients,General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,",,"Topping,",,11,1,,
Freebies and Leftovers,Triple G,Royal Queen Seeds,600 watt,"Microbe Life Hydro,Advanced Hydroponics of Holland,Vitalink,No Mercy Supply,Canna,",True,Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"ScrOG,Defoliation,",16.15,15,2,7.76,
Mars Hydro Ts-600 - sweet skunk F1,Sweet Skunk Fast Version®,Sweet Seeds,100 watt,"Canna,General Hydroponics (GHE),",True,Hydroponics,"Expanded Clay Grow Medium,",Peat Pellet,"Topping,LST,Defoliation,",3.88,15,1,2.58,
24k GOLD AUTO!! Dr.Seeds,24k Gold Autoflowering,Dr. Seeds,150 watt,"Diablo Nutrients,Dakine 420,",True,Manual,"Soil Grow Medium,Worm castings Grow Medium,",Directly In Substrate,"LST,Defoliation,",,12,1,4,4
Dark Demon,Dark Devil Auto Fem,207 Genetics,510 watt,,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,",,10,,,
White widow fotofem TRIKOMA SEEDS,White Widow,Trikoma Seeds,240 watt,,True,Manual,"Soil Grow Medium,Навоз Grow Medium,",Paper Towel,"Лалипапинг,Topping,Fim обрезка,LST,Defoliation,Fim,Ложный СКРОГ,Лолипапинг,",8.61,27,1,5.47,26.17
